claim_id,family_id,child_id,provider_id,program_id,eligibility_id,employee_id,geo_id,enrollment_date,end_date,subsidy_amount,payment_status,attendance_days,enrollment_count,waitlist_count,recertification_count,termination_count,attrition_count,target_enrollment,actual_enrollment,attendance_rate,avg_program_duration_days,compliance_status,referral_count,family_participation_score,case_manager_id,last_updated_timestamp
CLM_000273,FAM_002766,CH_005721,PRV_002828,PGM_00242,ELG_002371,EMP_000352,GEO_0187,2021-12-11,2026-05-20,3112.41,Paid,164,1,1,3,2,0,143,61,68.47,112,Non-Compliant,2,22.44,EMP_000035,2025-11-14 15:16:57.140971
CLM_000274,FAM_000946,CH_004616,PRV_002763,PGM_00259,ELG_000179,EMP_001039,GEO_0159,2024-09-29,2026-04-29,4859.96,Denied,149,1,4,3,0,0,197,203,76.62,306,Compliant,3,43.99,EMP_000986,2025-11-14 15:16:57.140971
CLM_000275,FAM_002148,CH_003906,PRV_000152,PGM_00431,ELG_002489,EMP_000627,GEO_0200,2025-10-25,2026-05-05,1144.91,Pending,137,1,1,0,1,1,100,38,96.47,183,Compliant,4,11.25,EMP_001375,2025-11-14 15:16:57.140971
CLM_000276,FAM_001525,CH_006793,PRV_002803,PGM_00212,ELG_003690,EMP_000769,GEO_0175,2017-06-21,2026-03-14,3081.55,Paid,73,1,7,2,2,0,86,106,37.96,159,Non-Compliant,8,8.07,EMP_001268,2025-11-14 15:16:57.140971
CLM_000277,FAM_000944,CH_007717,PRV_001345,PGM_00427,ELG_002471,EMP_000101,GEO_0155,2023-06-16,2026-07-08,785.29,Paid,113,1,4,2,1,2,98,178,59.64,347,Compliant,1,6.41,EMP_000264,2025-11-14 15:16:57.140971
CLM_000278,FAM_001843,CH_008082,PRV_000011,PGM_00174,ELG_003835,EMP_000122,GEO_0132,2024-11-10,2026-03-22,101.4,Pending,100,1,6,2,1,0,32,60,40.07,312,Non-Compliant,3,73.46,EMP_000720,2025-11-14 15:16:57.140971
CLM_000279,FAM_000537,CH_008155,PRV_002092,PGM_00218,ELG_002571,EMP_001093,GEO_0110,2018-07-01,2026-02-10,4388.46,Paid,159,1,10,3,0,1,129,98,27.64,11,Pending,0,73.26,EMP_001205,2025-11-14 15:16:57.140971
CLM_000280,FAM_002326,CH_005317,PRV_001056,PGM_00329,ELG_003305,EMP_000639,GEO_0041,2024-05-11,2026-03-06,3395.49,Paid,168,1,4,3,1,0,41,135,47.65,160,Pending,7,1.13,EMP_001201,2025-11-14 15:16:57.140971
CLM_000281,FAM_002474,CH_009652,PRV_001217,PGM_00358,ELG_003256,EMP_000891,GEO_0080,2024-04-05,2026-08-14,2500.0,Paid,112,1,9,1,0,2,169,116,40.35,258,Non-Compliant,5,35.63,EMP_001182,2025-11-14 15:16:57.140971
CLM_000282,FAM_002658,CH_008050,PRV_002860,PGM_00084,ELG_002435,EMP_000757,GEO_0010,2017-01-07,2026-06-29,1227.99,Denied,91,1,10,1,0,1,225,45,54.87,284,Pending,3,84.44,EMP_001191,2025-11-14 15:16:57.140971
CLM_000283,FAM_001798,CH_000160,PRV_001576,PGM_00368,ELG_000110,EMP_000596,GEO_0158,2023-09-03,2026-03-09,3591.77,Pending,48,1,4,3,2,2,37,265,69.07,124,Pending,4,74.55,EMP_001350,2025-11-14 15:16:57.140971
CLM_000284,FAM_000282,CH_009085,PRV_000328,PGM_00348,ELG_000671,EMP_000072,GEO_0176,2022-10-05,2026-10-05,2526.8,Paid,37,1,7,0,1,1,290,278,66.8,310,Pending,7,97.14,EMP_000278,2025-11-14 15:16:57.140971
CLM_000285,FAM_001839,CH_009374,PRV_000292,PGM_00268,ELG_003585,EMP_000993,GEO_0149,2024-04-20,2026-07-28,3196.22,Denied,35,1,8,0,1,0,133,94,81.92,196,Non-Compliant,2,37.2,EMP_000395,2025-11-14 15:16:57.140971
CLM_000286,FAM_001867,CH_005930,PRV_002810,PGM_00313,ELG_000136,EMP_000064,GEO_0028,2020-03-17,2026-08-26,2627.8,Denied,101,1,1,2,2,2,128,144,90.26,42,Non-Compliant,7,45.0,EMP_001484,2025-11-14 15:16:57.140971
CLM_000287,FAM_001135,CH_002392,PRV_002014,PGM_00064,ELG_001596,EMP_001094,GEO_0051,2021-01-31,2025-11-21,3486.48,Pending,58,1,7,2,1,2,280,140,32.23,32,Non-Compliant,0,99.7,EMP_000765,2025-11-14 15:16:57.140971
CLM_000288,FAM_002845,CH_009130,PRV_001054,PGM_00381,ELG_002459,EMP_000700,GEO_0154,2018-07-09,2026-10-30,2749.85,Paid,31,1,8,2,0,2,50,155,96.9,284,Pending,3,2.92,EMP_001047,2025-11-14 15:16:57.140971
CLM_000289,FAM_001829,CH_008924,PRV_000723,PGM_00310,ELG_002245,EMP_000030,GEO_0106,2023-02-10,2026-09-20,3016.25,Pending,61,1,0,0,2,1,237,206,88.48,189,Compliant,6,94.51,EMP_000333,2025-11-14 15:16:57.140971
CLM_000290,FAM_002634,CH_005982,PRV_000381,PGM_00052,ELG_001825,EMP_000983,GEO_0150,2019-04-07,2026-08-08,2512.82,Pending,56,1,3,0,0,1,295,39,54.38,301,Pending,3,76.75,EMP_000924,2025-11-14 15:16:57.140971
CLM_000291,FAM_001842,CH_009673,PRV_001926,PGM_00469,ELG_003576,EMP_000309,GEO_0094,2020-04-04,2025-12-17,2268.85,Paid,89,1,4,0,2,0,237,237,46.27,80,Compliant,3,40.55,EMP_000112,2025-11-14 15:16:57.140971
CLM_000292,FAM_002443,CH_004803,PRV_000410,PGM_00371,ELG_001500,EMP_001492,GEO_0015,2020-02-23,2026-06-08,2045.47,Pending,107,1,3,2,0,2,215,34,73.56,283,Pending,1,93.23,EMP_000380,2025-11-14 15:16:57.140971
CLM_000293,FAM_001401,CH_008981,PRV_001676,PGM_00371,ELG_002010,EMP_000031,GEO_0074,2021-04-03,2026-04-04,713.94,Pending,113,1,2,2,1,0,87,287,97.75,219,Non-Compliant,4,2.88,EMP_001331,2025-11-14 15:16:57.140971
CLM_000294,FAM_001647,CH_009696,PRV_001602,PGM_00266,ELG_000678,EMP_001226,GEO_0125,2016-08-16,2026-07-09,3208.41,Denied,180,1,3,0,1,0,121,298,22.02,346,Non-Compliant,9,61.98,EMP_000605,2025-11-14 15:16:57.140971
CLM_000295,FAM_000196,CH_006769,PRV_001438,PGM_00166,ELG_000342,EMP_001258,GEO_0083,2020-07-10,2026-07-05,1575.68,Denied,88,1,10,0,1,0,290,14,24.04,152,Compliant,9,8.5,EMP_000788,2025-11-14 15:16:57.140971
CLM_000296,FAM_001281,CH_007957,PRV_000176,PGM_00354,ELG_000290,EMP_000129,GEO_0024,2022-01-19,2025-11-16,4758.89,Pending,45,1,0,3,0,2,252,103,93.91,354,Compliant,3,94.03,EMP_000142,2025-11-14 15:16:57.140971
CLM_000297,FAM_002667,CH_001037,PRV_001200,PGM_00262,ELG_002145,EMP_000056,GEO_0154,2017-11-15,2026-07-17,3838.36,Denied,20,1,6,3,1,0,50,14,71.46,168,Non-Compliant,9,88.49,EMP_000830,2025-11-14 15:16:57.140971
CLM_000298,FAM_000321,CH_008688,PRV_002668,PGM_00294,ELG_001222,EMP_001223,GEO_0001,2020-09-16,2026-03-12,3060.78,Pending,152,1,10,1,0,0,243,179,89.25,260,Pending,1,4.66,EMP_001455,2025-11-14 15:16:57.140971
CLM_000299,FAM_001722,CH_005742,PRV_001716,PGM_00417,ELG_003909,EMP_000250,GEO_0172,2016-02-03,2026-08-23,12.68,Pending,40,1,10,3,2,1,300,254,38.58,320,Pending,6,36.42,EMP_000473,2025-11-14 15:16:57.140971
CLM_000300,FAM_001725,CH_004576,PRV_000587,PGM_00123,ELG_003770,EMP_001481,GEO_0037,2022-08-09,2026-10-23,1751.62,Pending,138,1,9,3,1,0,171,234,87.05,95,Pending,6,19.25,EMP_000975,2025-11-14 15:16:57.140971
CLM_000301,FAM_002504,CH_005455,PRV_000303,PGM_00151,ELG_001104,EMP_000068,GEO_0172,2016-02-14,2026-07-25,3631.32,Pending,144,1,4,0,2,0,25,283,31.44,180,Pending,9,1.18,EMP_000262,2025-11-14 15:16:57.140971
CLM_000302,FAM_000497,CH_002644,PRV_002237,PGM_00189,ELG_002984,EMP_000949,GEO_0043,2019-09-25,2026-04-19,14.28,Pending,43,1,8,1,1,0,236,281,29.39,41,Non-Compliant,2,35.43,EMP_000611,2025-11-14 15:16:57.140971
CLM_000303,FAM_001547,CH_002412,PRV_002073,PGM_00331,ELG_003642,EMP_000559,GEO_0107,2025-09-30,2026-01-23,1795.79,Paid,91,1,6,1,2,2,174,73,91.79,347,Compliant,7,56.39,EMP_001327,2025-11-14 15:16:57.140971
CLM_000304,FAM_002993,CH_008700,PRV_001711,PGM_00113,ELG_000604,EMP_000026,GEO_0167,2018-11-13,2026-06-14,2004.28,Pending,69,1,4,3,0,0,147,58,32.46,238,Compliant,5,5.5,EMP_000683,2025-11-14 15:16:57.140971
CLM_000305,FAM_000378,CH_009860,PRV_000918,PGM_00175,ELG_000519,EMP_000410,GEO_0018,2021-04-21,2025-12-27,2281.57,Denied,109,1,7,2,2,2,173,33,37.59,269,Compliant,6,12.57,EMP_000219,2025-11-14 15:16:57.140971
CLM_000306,FAM_000120,CH_008197,PRV_001515,PGM_00337,ELG_000582,EMP_001061,GEO_0198,2021-03-26,2026-02-04,3708.73,Paid,63,1,9,3,0,2,90,170,36.06,202,Non-Compliant,6,87.47,EMP_001358,2025-11-14 15:16:57.140971
CLM_000307,FAM_002623,CH_006031,PRV_002993,PGM_00048,ELG_003015,EMP_000477,GEO_0070,2018-06-01,2026-08-14,604.67,Paid,164,1,7,2,2,1,275,233,87.16,165,Non-Compliant,5,15.89,EMP_000580,2025-11-14 15:16:57.140971
CLM_000308,FAM_001367,CH_008545,PRV_001076,PGM_00245,ELG_003894,EMP_001394,GEO_0136,2020-09-25,2026-04-07,3180.6,Paid,102,1,8,3,1,2,253,47,55.8,310,Compliant,5,83.14,EMP_001023,2025-11-14 15:16:57.140971
CLM_000309,FAM_001613,CH_006465,PRV_000391,PGM_00403,ELG_001643,EMP_000649,GEO_0192,2022-10-16,2026-05-06,638.46,Denied,23,1,3,2,1,0,58,250,92.48,16,Compliant,2,1.56,EMP_001090,2025-11-14 15:16:57.140971
CLM_000310,FAM_000051,CH_002261,PRV_000250,PGM_00283,ELG_000151,EMP_000130,GEO_0124,2020-11-15,2026-10-29,3830.32,Denied,50,1,3,0,2,1,81,288,30.65,47,Compliant,10,65.63,EMP_000614,2025-11-14 15:16:57.140971
CLM_000311,FAM_002942,CH_005011,PRV_002538,PGM_00358,ELG_001178,EMP_000638,GEO_0160,2017-11-18,2026-11-12,4803.65,Paid,175,1,8,0,1,2,28,204,97.08,32,Compliant,3,0.89,EMP_000401,2025-11-14 15:16:57.140971
CLM_000312,FAM_002779,CH_006949,PRV_000739,PGM_00422,ELG_000052,EMP_000221,GEO_0028,2020-11-17,2026-03-10,3397.09,Pending,140,1,0,1,1,1,169,217,50.03,173,Pending,5,84.1,EMP_000894,2025-11-14 15:16:57.140971
CLM_000313,FAM_001664,CH_004941,PRV_000531,PGM_00029,ELG_001746,EMP_001423,GEO_0173,2024-09-15,2026-08-21,3432.41,Pending,98,1,2,1,2,1,145,213,60.84,210,Non-Compliant,4,63.71,EMP_000071,2025-11-14 15:16:57.140971
CLM_000314,FAM_001238,CH_007131,PRV_000722,PGM_00201,ELG_002833,EMP_000337,GEO_0077,2016-05-09,2025-11-24,320.6,Paid,136,1,6,3,2,0,91,51,65.15,166,Compliant,10,39.85,EMP_000202,2025-11-14 15:16:57.140971
CLM_000315,FAM_000644,CH_004431,PRV_001967,PGM_00223,ELG_001292,EMP_001158,GEO_0123,2017-07-16,2026-01-07,3555.36,Denied,165,1,0,1,2,0,79,166,94.29,12,Non-Compliant,3,9.67,EMP_001146,2025-11-14 15:16:57.140971
CLM_000316,FAM_000030,CH_000700,PRV_002563,PGM_00157,ELG_003037,EMP_001046,GEO_0094,2023-07-09,2026-11-03,1843.71,Pending,48,1,1,2,2,2,188,49,78.96,68,Pending,4,35.14,EMP_000027,2025-11-14 15:16:57.140971
CLM_000317,FAM_002620,CH_009595,PRV_001361,PGM_00463,ELG_002567,EMP_000510,GEO_0117,2022-10-11,2026-04-28,4182.29,Pending,55,1,10,2,2,1,249,116,28.54,184,Compliant,7,97.43,EMP_001311,2025-11-14 15:16:57.140971
CLM_000318,FAM_000447,CH_006233,PRV_002660,PGM_00033,ELG_002692,EMP_000345,GEO_0096,2019-11-04,2026-09-25,3027.66,Denied,159,1,3,3,0,2,183,57,53.18,144,Non-Compliant,0,71.06,EMP_000671,2025-11-14 15:16:57.140971
CLM_000319,FAM_001781,CH_000955,PRV_002118,PGM_00404,ELG_002006,EMP_000215,GEO_0162,2018-09-11,2026-08-28,877.04,Paid,121,1,5,2,0,0,12,104,68.48,18,Compliant,4,30.31,EMP_000225,2025-11-14 15:16:57.140971
CLM_000320,FAM_000676,CH_006385,PRV_000252,PGM_00088,ELG_001640,EMP_001166,GEO_0190,2020-05-15,2026-01-14,1581.58,Pending,115,1,1,2,2,1,254,261,97.46,290,Pending,2,69.7,EMP_001192,2025-11-14 15:16:57.140971
CLM_000321,FAM_001147,CH_006661,PRV_000580,PGM_00289,ELG_003716,EMP_001090,GEO_0146,2022-12-16,2026-04-22,4651.75,Paid,43,1,2,0,1,2,275,293,42.17,125,Compliant,2,81.44,EMP_001156,2025-11-14 15:16:57.140971
CLM_000322,FAM_001144,CH_003253,PRV_000134,PGM_00010,ELG_000613,EMP_001299,GEO_0008,2022-02-14,2026-08-03,1767.08,Pending,33,1,5,1,0,1,195,160,60.86,254,Non-Compliant,5,84.24,EMP_000179,2025-11-14 15:16:57.140971
CLM_000323,FAM_000264,CH_004285,PRV_001111,PGM_00403,ELG_001733,EMP_000556,GEO_0025,2017-03-06,2026-11-09,2837.66,Denied,78,1,9,0,0,1,72,130,50.61,34,Non-Compliant,0,47.95,EMP_001281,2025-11-14 15:16:57.140971
CLM_000324,FAM_002947,CH_009319,PRV_000969,PGM_00387,ELG_002943,EMP_001209,GEO_0115,2024-11-26,2026-05-25,4821.15,Denied,11,1,7,1,1,0,216,116,68.18,45,Pending,5,26.5,EMP_000041,2025-11-14 15:16:57.140971
CLM_000325,FAM_000391,CH_009008,PRV_000372,PGM_00005,ELG_003532,EMP_000285,GEO_0199,2022-01-08,2026-07-16,4893.33,Pending,94,1,2,1,0,0,41,83,42.61,310,Pending,10,49.36,EMP_000442,2025-11-14 15:16:57.140971
CLM_000326,FAM_000465,CH_003642,PRV_000142,PGM_00293,ELG_000351,EMP_000234,GEO_0111,2019-09-22,2026-03-08,2739.18,Denied,57,1,1,0,1,0,153,65,28.22,41,Non-Compliant,4,57.04,EMP_000413,2025-11-14 15:16:57.140971
CLM_000327,FAM_002458,CH_004494,PRV_001711,PGM_00148,ELG_000141,EMP_000494,GEO_0004,2022-02-12,2026-07-01,4959.43,Pending,26,1,4,3,2,0,223,261,97.85,137,Compliant,0,44.91,EMP_001279,2025-11-14 15:16:57.140971
CLM_000328,FAM_001267,CH_005123,PRV_001549,PGM_00335,ELG_002453,EMP_000538,GEO_0166,2016-05-16,2026-11-02,3893.58,Denied,59,1,0,1,1,2,59,282,67.8,161,Non-Compliant,3,69.64,EMP_001241,2025-11-14 15:16:57.140971
CLM_000329,FAM_000642,CH_007433,PRV_001669,PGM_00107,ELG_000721,EMP_000130,GEO_0175,2022-09-28,2026-02-19,279.02,Pending,54,1,2,2,0,2,253,25,46.18,162,Compliant,6,43.67,EMP_000722,2025-11-14 15:16:57.140971
CLM_000330,FAM_002090,CH_001886,PRV_001965,PGM_00118,ELG_000683,EMP_000282,GEO_0117,2016-07-11,2026-02-18,4748.53,Denied,126,1,7,0,0,0,98,77,93.91,347,Non-Compliant,2,99.26,EMP_000130,2025-11-14 15:16:57.140971
CLM_000331,FAM_002740,CH_005777,PRV_002553,PGM_00053,ELG_001929,EMP_000678,GEO_0142,2025-02-08,2026-05-20,439.41,Denied,83,1,0,1,0,0,287,147,31.44,364,Pending,0,94.64,EMP_000022,2025-11-14 15:16:57.140971
CLM_000332,FAM_002001,CH_006041,PRV_000581,PGM_00270,ELG_001462,EMP_000278,GEO_0061,2020-08-22,2026-01-21,1131.24,Paid,56,1,10,3,0,0,154,258,26.08,25,Pending,3,15.92,EMP_001362,2025-11-14 15:16:57.140971
CLM_000333,FAM_002148,CH_004936,PRV_000844,PGM_00353,ELG_000255,EMP_000163,GEO_0034,2023-06-02,2026-05-22,1583.26,Paid,73,1,3,1,0,0,228,213,78.9,73,Pending,5,65.2,EMP_001411,2025-11-14 15:16:57.140971
CLM_000334,FAM_000890,CH_003349,PRV_001525,PGM_00097,ELG_000539,EMP_001184,GEO_0121,2022-03-30,2026-01-13,2106.45,Paid,37,1,3,3,0,2,133,199,92.13,75,Non-Compliant,9,30.28,EMP_000238,2025-11-14 15:16:57.140971
CLM_000335,FAM_002138,CH_007904,PRV_001606,PGM_00448,ELG_002005,EMP_000600,GEO_0017,2020-01-11,2026-03-24,794.28,Paid,131,1,5,3,0,1,70,61,34.61,189,Pending,1,38.94,EMP_001020,2025-11-14 15:16:57.140971
CLM_000336,FAM_001322,CH_007474,PRV_002644,PGM_00117,ELG_000367,EMP_000249,GEO_0132,2016-08-13,2026-09-13,4116.58,Paid,78,1,0,1,0,1,194,260,89.72,193,Compliant,10,43.42,EMP_000388,2025-11-14 15:16:57.140971
CLM_000337,FAM_001014,CH_008455,PRV_001027,PGM_00174,ELG_002414,EMP_001169,GEO_0194,2020-10-31,2026-08-10,4218.71,Denied,154,1,9,3,0,0,63,155,33.42,70,Pending,0,94.66,EMP_000716,2025-11-14 15:16:57.140971
CLM_000338,FAM_001977,CH_009348,PRV_002497,PGM_00402,ELG_003888,EMP_001037,GEO_0102,2019-12-23,2026-06-29,1091.97,Denied,169,1,7,3,1,2,275,111,24.72,249,Pending,10,6.77,EMP_001317,2025-11-14 15:16:57.140971
CLM_000339,FAM_002287,CH_000508,PRV_001676,PGM_00460,ELG_003534,EMP_001168,GEO_0098,2022-07-01,2026-08-16,1957.61,Denied,175,1,0,3,2,2,22,210,47.79,104,Pending,3,65.14,EMP_001386,2025-11-14 15:16:57.140971
CLM_000340,FAM_001225,CH_004168,PRV_001956,PGM_00419,ELG_000887,EMP_000372,GEO_0070,2022-09-06,2026-02-23,632.94,Pending,47,1,7,3,0,1,69,58,26.16,17,Pending,4,8.76,EMP_000728,2025-11-14 15:16:57.140971
CLM_000341,FAM_000894,CH_005812,PRV_001688,PGM_00297,ELG_002306,EMP_001309,GEO_0187,2019-04-11,2026-03-05,260.99,Paid,95,1,0,1,2,2,20,190,73.2,339,Pending,7,30.61,EMP_000533,2025-11-14 15:16:57.140971
CLM_000342,FAM_001753,CH_008767,PRV_001038,PGM_00165,ELG_002332,EMP_000180,GEO_0087,2020-08-28,2026-06-05,658.34,Pending,106,1,2,0,1,1,56,88,51.46,94,Compliant,4,19.2,EMP_000375,2025-11-14 15:16:57.140971
CLM_000343,FAM_001019,CH_006553,PRV_001041,PGM_00276,ELG_001226,EMP_001197,GEO_0073,2022-06-09,2026-04-22,1943.55,Pending,147,1,8,0,1,1,125,168,25.61,159,Compliant,5,75.05,EMP_000356,2025-11-14 15:16:57.140971
CLM_000344,FAM_000403,CH_005213,PRV_001798,PGM_00309,ELG_003018,EMP_000182,GEO_0026,2024-03-21,2026-07-17,2208.68,Denied,166,1,2,3,0,2,92,274,25.4,345,Pending,3,83.79,EMP_000951,2025-11-14 15:16:57.140971
CLM_000345,FAM_000220,CH_009489,PRV_000865,PGM_00297,ELG_003749,EMP_000905,GEO_0062,2021-01-19,2025-11-16,54.53,Denied,64,1,0,1,2,0,155,273,66.98,312,Pending,9,59.8,EMP_001159,2025-11-14 15:16:57.140971
CLM_000346,FAM_000040,CH_002909,PRV_000273,PGM_00345,ELG_003127,EMP_000415,GEO_0001,2021-09-18,2025-12-01,966.32,Paid,162,1,5,2,2,0,92,255,97.61,57,Compliant,6,52.66,EMP_000921,2025-11-14 15:16:57.140971
CLM_000347,FAM_000133,CH_005468,PRV_000240,PGM_00433,ELG_002661,EMP_000739,GEO_0126,2023-11-05,2026-07-18,2153.18,Pending,175,1,4,1,2,0,148,24,68.53,90,Non-Compliant,0,47.44,EMP_000611,2025-11-14 15:16:57.140971
CLM_000348,FAM_001393,CH_004525,PRV_002140,PGM_00375,ELG_003476,EMP_000311,GEO_0058,2021-08-21,2026-10-16,4735.89,Paid,67,1,1,0,2,2,213,120,83.6,305,Non-Compliant,1,25.25,EMP_000387,2025-11-14 15:16:57.140971
CLM_000349,FAM_001358,CH_009832,PRV_000214,PGM_00429,ELG_003751,EMP_000664,GEO_0159,2021-07-25,2025-11-24,2479.79,Paid,155,1,10,0,1,1,227,262,20.87,92,Non-Compliant,2,90.57,EMP_000494,2025-11-14 15:16:57.140971
CLM_000350,FAM_001847,CH_000485,PRV_000832,PGM_00332,ELG_000482,EMP_000314,GEO_0151,2019-10-01,2025-12-04,443.82,Pending,140,1,2,0,0,0,214,241,49.7,242,Non-Compliant,8,63.37,EMP_000183,2025-11-14 15:16:57.140971
CLM_000351,FAM_002672,CH_007852,PRV_000886,PGM_00215,ELG_001263,EMP_000932,GEO_0090,2023-04-18,2026-02-20,3053.17,Denied,16,1,6,0,0,2,91,172,76.55,335,Non-Compliant,2,83.93,EMP_001188,2025-11-14 15:16:57.140971
CLM_000352,FAM_000145,CH_002437,PRV_001634,PGM_00335,ELG_002507,EMP_000565,GEO_0030,2016-04-04,2026-07-10,3653.65,Paid,31,1,6,3,0,2,41,173,96.08,349,Compliant,5,94.42,EMP_000267,2025-11-14 15:16:57.140971
CLM_000353,FAM_000429,CH_003089,PRV_001333,PGM_00232,ELG_002244,EMP_001051,GEO_0093,2022-08-04,2026-10-24,4658.55,Denied,148,1,4,2,0,0,266,179,37.92,242,Pending,6,37.76,EMP_000421,2025-11-14 15:16:57.140971
CLM_000354,FAM_002664,CH_008274,PRV_001890,PGM_00116,ELG_002852,EMP_000072,GEO_0178,2018-05-27,2026-02-13,1691.83,Denied,167,1,7,3,1,0,82,226,77.77,105,Compliant,9,46.91,EMP_000006,2025-11-14 15:16:57.140971
CLM_000355,FAM_002734,CH_009747,PRV_000379,PGM_00429,ELG_003030,EMP_001022,GEO_0065,2017-04-15,2026-06-08,3128.85,Paid,167,1,6,1,2,0,91,57,36.04,270,Non-Compliant,3,46.29,EMP_001447,2025-11-14 15:16:57.140971
CLM_000356,FAM_000189,CH_008330,PRV_000368,PGM_00350,ELG_001032,EMP_001016,GEO_0161,2023-10-10,2025-11-19,1731.63,Pending,93,1,7,2,1,2,143,97,55.96,347,Non-Compliant,9,1.01,EMP_000578,2025-11-14 15:16:57.140971
CLM_000357,FAM_001943,CH_000699,PRV_001874,PGM_00356,ELG_003220,EMP_000477,GEO_0130,2022-12-16,2026-01-20,3173.96,Pending,110,1,0,2,1,1,297,92,78.98,220,Compliant,10,7.27,EMP_000345,2025-11-14 15:16:57.140971
CLM_000358,FAM_000599,CH_003136,PRV_000028,PGM_00112,ELG_002994,EMP_001309,GEO_0131,2021-01-16,2026-05-29,2424.54,Pending,95,1,7,1,2,2,116,183,23.07,250,Pending,6,22.62,EMP_001376,2025-11-14 15:16:57.140971
CLM_000359,FAM_000644,CH_005284,PRV_001707,PGM_00244,ELG_002849,EMP_001387,GEO_0189,2017-05-04,2026-08-07,1891.4,Denied,92,1,2,2,1,0,146,126,64.3,73,Non-Compliant,6,39.91,EMP_001464,2025-11-14 15:16:57.140971
CLM_000360,FAM_000469,CH_000962,PRV_000191,PGM_00341,ELG_000544,EMP_000440,GEO_0103,2023-07-10,2026-02-19,1746.1,Denied,180,1,6,0,1,1,235,126,26.32,62,Pending,9,46.42,EMP_001466,2025-11-14 15:16:57.140971
CLM_000361,FAM_002501,CH_009827,PRV_000549,PGM_00182,ELG_001922,EMP_001243,GEO_0001,2023-08-25,2026-07-18,2682.09,Paid,144,1,10,3,1,2,29,116,81.06,263,Pending,0,58.66,EMP_001229,2025-11-14 15:16:57.140971
CLM_000362,FAM_001555,CH_001038,PRV_001744,PGM_00131,ELG_000799,EMP_001396,GEO_0159,2024-09-28,2026-09-14,1372.35,Paid,18,1,8,0,2,1,243,68,54.49,24,Non-Compliant,10,40.41,EMP_001322,2025-11-14 15:16:57.140971
CLM_000363,FAM_001096,CH_008465,PRV_000633,PGM_00394,ELG_002740,EMP_000771,GEO_0134,2025-03-03,2026-04-16,1194.39,Denied,8,1,8,2,2,1,269,5,99.51,237,Pending,5,55.39,EMP_000937,2025-11-14 15:16:57.140971
CLM_000364,FAM_000913,CH_002498,PRV_000556,PGM_00387,ELG_003057,EMP_000532,GEO_0058,2025-06-06,2026-05-09,4816.35,Paid,39,1,2,2,2,1,169,16,84.93,287,Compliant,2,87.33,EMP_000438,2025-11-14 15:16:57.140971
CLM_000365,FAM_000900,CH_007606,PRV_002055,PGM_00427,ELG_000601,EMP_001011,GEO_0126,2018-01-10,2026-01-02,4896.46,Paid,49,1,0,0,0,2,224,81,55.15,75,Compliant,5,52.97,EMP_001337,2025-11-14 15:16:57.140971
CLM_000366,FAM_002903,CH_004402,PRV_001405,PGM_00257,ELG_001340,EMP_000803,GEO_0007,2021-09-09,2026-06-15,99.4,Denied,169,1,6,0,2,1,234,146,77.85,63,Non-Compliant,8,40.41,EMP_001163,2025-11-14 15:16:57.140971
CLM_000367,FAM_001394,CH_001513,PRV_002130,PGM_00457,ELG_003779,EMP_000383,GEO_0015,2024-10-25,2026-02-23,1165.47,Denied,4,1,0,1,2,1,84,175,34.35,179,Compliant,7,40.18,EMP_000307,2025-11-14 15:16:57.140971
CLM_000368,FAM_001426,CH_003164,PRV_000453,PGM_00086,ELG_002736,EMP_000735,GEO_0161,2017-05-24,2026-09-25,1446.51,Denied,166,1,10,3,0,2,136,113,92.38,178,Pending,9,46.4,EMP_000347,2025-11-14 15:16:57.140971
CLM_000369,FAM_000643,CH_000807,PRV_002193,PGM_00428,ELG_003189,EMP_000384,GEO_0166,2017-05-12,2026-01-20,556.13,Paid,89,1,10,0,0,0,264,33,53.02,256,Pending,7,71.98,EMP_001056,2025-11-14 15:16:57.140971
CLM_000370,FAM_002329,CH_007469,PRV_000895,PGM_00168,ELG_000553,EMP_001275,GEO_0083,2019-06-12,2026-07-12,2635.1,Paid,26,1,9,0,1,2,52,38,88.21,55,Compliant,8,46.24,EMP_000497,2025-11-14 15:16:57.140971
CLM_000371,FAM_001076,CH_004637,PRV_002243,PGM_00477,ELG_001238,EMP_001098,GEO_0102,2024-12-27,2026-05-18,3489.54,Denied,4,1,3,3,1,0,225,139,22.26,57,Non-Compliant,4,36.75,EMP_000235,2025-11-14 15:16:57.140971
CLM_000372,FAM_001748,CH_002851,PRV_002646,PGM_00463,ELG_001889,EMP_000478,GEO_0024,2017-05-21,2025-12-06,3242.42,Pending,2,1,5,0,1,2,115,15,63.99,330,Pending,5,97.34,EMP_000156,2025-11-14 15:16:57.140971
CLM_000373,FAM_000713,CH_001390,PRV_001149,PGM_00348,ELG_000405,EMP_000732,GEO_0101,2018-01-19,2026-01-18,3634.81,Denied,127,1,1,1,2,1,286,145,68.54,294,Non-Compliant,10,13.6,EMP_000458,2025-11-14 15:16:57.140971
CLM_000374,FAM_001654,CH_004470,PRV_001125,PGM_00214,ELG_002070,EMP_001151,GEO_0145,2022-02-02,2026-07-18,2037.29,Pending,47,1,2,2,0,2,116,165,28.21,326,Compliant,2,31.54,EMP_000309,2025-11-14 15:16:57.140971
