application_id,family_id,child_id,parent_employer,parent_income,job_type,application_date,application_status,Employer_Name,Income_Range,Job_Title,Employment_Status,Work_Location,Shift_Type,Hours_Per_Week,Start_Date,End_Date,Created_Date
APP_000466,FAM_000949,CH_000053,"Thompson, Norman and Nolan",110702.98,Seasonal,2018-03-25,Approved,"Mckinney, Bishop and Lopez",<25K,Technical brewer,Part-Time,Camposchester,Flexible,52.42,2018-06-22,2026-03-02,2018-07-02
APP_000467,FAM_002313,CH_000834,Chavez-Wolfe,87955.61,Contract,2019-01-18,Submitted,Shah and Sons,>100K,Archivist,Unemployed,West Cynthia,Day,26.84,2022-11-17,2026-03-13,2017-09-24
APP_000468,FAM_001485,CH_001626,Barber-Gonzalez,10367.48,Full-Time,2017-12-23,Approved,Smith-Hill,50K-75K,Comptroller,Contract,Lopezfurt,Day,39.36,2024-11-10,2026-03-29,2018-06-23
APP_000469,FAM_002414,CH_004375,Thompson-Webb,23313.72,Full-Time,2019-09-21,Submitted,West LLC,50K-75K,Drilling engineer,Part-Time,Popetown,Rotational,20.18,2018-11-02,2025-11-26,2024-01-26
APP_000470,FAM_000474,CH_005058,Gardner Inc,48527.01,Part-Time,2022-08-24,Approved,Kelly-Chambers,25K-50K,"Programme researcher, broadcasting/film/video",Unemployed,Williamsburgh,Day,15.1,2019-08-25,2026-02-28,2023-07-24
APP_000471,FAM_000441,CH_007620,"Wood, Page and Hernandez",19326.93,Seasonal,2024-10-15,Submitted,Stevenson-Thomas,50K-75K,Financial risk analyst,Employed,South Arthur,Rotational,32.12,2019-01-01,2025-11-18,2017-02-22
APP_000472,FAM_002056,CH_007022,"Parker, Turner and Holland",138293.19,Seasonal,2017-04-30,Rejected,Romero Group,25K-50K,Communications engineer,Contract,Jenniferton,Flexible,12.68,2024-11-19,2025-12-07,2025-04-20
APP_000473,FAM_002558,CH_002696,"Anderson, Sanchez and Nolan",24561.66,Seasonal,2025-06-28,Approved,"Cox, Lindsey and Martinez",>100K,Occupational psychologist,Employed,North Bradley,Flexible,35.31,2017-02-05,2026-01-06,2016-12-13
APP_000474,FAM_002319,CH_002869,Medina Group,49393.88,Full-Time,2024-11-23,Reviewed,"Hall, Roy and Gonzalez",50K-75K,Private music teacher,Contract,Michaeltown,Day,19.08,2019-03-19,2026-04-01,2022-04-11
APP_000475,FAM_001583,CH_004053,Fisher-Sampson,51752.75,Part-Time,2019-11-23,Reviewed,"Cole, Robertson and Smith",>100K,Heritage manager,Employed,Jasminehaven,Flexible,24.47,2020-05-18,2026-04-23,2024-07-17
APP_000476,FAM_000356,CH_008766,"Smith, Morris and Jensen",49721.67,Part-Time,2016-03-08,Rejected,Roth and Sons,50K-75K,"Therapist, sports",Unemployed,Johnchester,Day,34.06,2021-05-29,2026-10-25,2017-01-11
APP_000477,FAM_002164,CH_001846,"Cordova, Nunez and Valdez",108224.59,Part-Time,2017-04-06,Submitted,"Roberts, Turner and Donovan",25K-50K,Local government officer,Unemployed,Ronnieside,Rotational,41.74,2016-07-24,2026-09-07,2019-12-13
APP_000478,FAM_001245,CH_009460,"Williams, Stewart and Hill",89452.87,Seasonal,2022-06-16,Rejected,Johnson LLC,<25K,Commercial horticulturist,Part-Time,Jenniferborough,Rotational,57.86,2023-02-17,2026-09-17,2024-06-01
APP_000479,FAM_002228,CH_003680,"Fry, Lee and Gordon",44302.19,Contract,2017-10-12,Submitted,Bass Group,25K-50K,"Scientist, audiological",Contract,New John,Night,24.51,2023-07-02,2025-11-29,2019-05-10
APP_000480,FAM_000797,CH_007647,"Joseph, Davis and Richardson",84494.98,Seasonal,2023-04-23,Rejected,Johnson-Miller,25K-50K,Science writer,Contract,Port Kimberlyfort,Day,16.09,2019-10-30,2026-09-07,2016-02-01
APP_000481,FAM_000860,CH_009852,Murray and Sons,140236.43,Full-Time,2017-01-30,Rejected,Frederick PLC,25K-50K,Occupational psychologist,Contract,South John,Day,36.93,2022-08-12,2026-05-17,2017-05-30
APP_000482,FAM_000690,CH_006304,"Jones, Morton and Dickson",67247.22,Full-Time,2015-12-15,Rejected,Waller and Sons,>100K,Ship broker,Employed,Ivanfort,Flexible,22.27,2022-03-12,2026-05-07,2020-06-24
APP_000483,FAM_002042,CH_005861,"Conner, Norris and Castaneda",85786.32,Part-Time,2019-05-18,Reviewed,Oliver-Palmer,<25K,Hospital doctor,Employed,Powellbury,Flexible,24.07,2017-06-12,2026-07-26,2023-08-27
APP_000484,FAM_002413,CH_000271,"Mendoza, Fox and Norton",18293.37,Seasonal,2016-12-19,Approved,"Johnson, Duran and Young",50K-75K,Patent examiner,Employed,Brettmouth,Flexible,12.15,2017-04-01,2025-11-21,2017-09-02
APP_000485,FAM_000833,CH_008509,"Scott, Brooks and Brown",30753.31,Contract,2025-05-01,Reviewed,James Inc,>100K,Advice worker,Employed,Kellyside,Night,28.85,2020-11-09,2025-12-16,2018-10-16
APP_000486,FAM_000185,CH_004902,Davis-Arias,96641.5,Full-Time,2021-07-07,Reviewed,"Mcdowell, Griffith and Cohen",<25K,Pension scheme manager,Employed,Fernandezshire,Flexible,31.15,2023-09-03,2026-08-09,2017-10-07
APP_000487,FAM_002015,CH_008575,"Bowers, Perry and Nelson",25738.91,Seasonal,2019-10-31,Approved,"James, Thompson and Mckay",50K-75K,Museum/gallery curator,Contract,Robertoshire,Flexible,43.34,2021-11-13,2025-12-09,2015-11-22
APP_000488,FAM_002220,CH_000954,Nelson-Ross,107961.33,Full-Time,2017-05-21,Reviewed,"Jones, Johnson and Harris",50K-75K,Pathologist,Part-Time,Liuview,Night,56.89,2018-02-05,2026-03-19,2021-01-22
APP_000489,FAM_000778,CH_001417,Gibson-Flores,68952.82,Contract,2018-07-14,Approved,Hernandez PLC,>100K,Barrister's clerk,Employed,Tanyafurt,Night,29.07,2023-03-21,2026-10-25,2021-02-15
APP_000490,FAM_000179,CH_008470,Nelson Group,57056.35,Contract,2020-09-19,Submitted,Moore Group,25K-50K,Manufacturing systems engineer,Unemployed,Ginaville,Night,52.0,2016-02-17,2026-01-02,2019-03-31
APP_000491,FAM_000205,CH_005811,Torres-Adams,137346.16,Seasonal,2021-07-06,Approved,Smith-Chavez,<25K,Dietitian,Employed,Laurahaven,Night,54.79,2017-02-04,2026-11-04,2020-11-16
APP_000492,FAM_001792,CH_008859,"Hernandez, Jones and Todd",122353.24,Full-Time,2020-12-28,Reviewed,Martin-Carter,25K-50K,Social worker,Contract,Toddmouth,Night,43.93,2017-06-29,2026-07-17,2021-02-16
APP_000493,FAM_001643,CH_004910,Graham-Gomez,108124.97,Contract,2019-07-26,Submitted,"Montes, Atkins and Mills",<25K,"Loss adjuster, chartered",Employed,Galvanstad,Day,41.39,2016-01-29,2026-06-26,2016-08-01
APP_000494,FAM_001458,CH_004962,"Morgan, Sanchez and Farley",52736.87,Seasonal,2024-05-30,Submitted,"Wall, Cook and Jones",>100K,Information officer,Part-Time,Smithview,Day,31.59,2021-06-02,2026-08-10,2022-11-07
APP_000495,FAM_000791,CH_010000,Blake Inc,26396.9,Seasonal,2024-11-23,Reviewed,"Washington, Bird and Thomas",>100K,English as a foreign language teacher,Contract,West Jason,Night,49.32,2017-10-20,2026-03-30,2023-08-07
APP_000496,FAM_000901,CH_000519,Daniels-Olsen,72651.64,Contract,2017-11-28,Submitted,Owen-Weber,50K-75K,Careers information officer,Employed,Whiteberg,Night,11.24,2016-09-24,2026-08-29,2016-05-08
APP_000497,FAM_001507,CH_009970,"Williams, Washington and Watkins",66527.48,Part-Time,2024-07-04,Reviewed,Gonzales-Johnson,>100K,Speech and language therapist,Unemployed,South Kathrynside,Flexible,55.8,2025-03-22,2026-05-23,2017-09-20
APP_000498,FAM_001593,CH_003832,"Mcfarland, Savage and Henderson",14469.13,Contract,2024-03-19,Approved,Allen Inc,<25K,Firefighter,Contract,Nicoleton,Day,22.68,2017-02-08,2026-01-29,2016-01-28
APP_000499,FAM_002714,CH_005685,Burton-Doyle,13996.11,Seasonal,2020-04-11,Reviewed,Case Group,50K-75K,"Conservator, furniture",Contract,North Katherinetown,Rotational,30.96,2024-01-02,2026-06-23,2022-04-07
APP_000500,FAM_001946,CH_009583,Chandler-Harding,126110.99,Seasonal,2016-10-13,Submitted,Willis and Sons,50K-75K,"Engineer, civil (consulting)",Employed,Brendanmouth,Night,16.44,2019-08-03,2025-12-31,2017-05-24
APP_000501,FAM_000600,CH_006394,Meyer PLC,15556.5,Seasonal,2016-10-14,Approved,Perez PLC,50K-75K,"Designer, ceramics/pottery",Unemployed,North Thomas,Flexible,17.14,2016-03-16,2026-07-21,2022-10-14
APP_000502,FAM_000647,CH_002426,"Davis, Rogers and Chavez",135684.01,Contract,2017-08-04,Rejected,Watkins and Sons,25K-50K,Insurance account manager,Part-Time,Changbury,Rotational,40.24,2021-03-12,2026-11-11,2016-04-22
APP_000503,FAM_001193,CH_002581,Sanders Inc,84443.59,Full-Time,2018-08-31,Approved,Williams-Patterson,>100K,Media buyer,Unemployed,Ginatown,Rotational,47.8,2023-01-04,2026-07-23,2016-04-22
APP_000504,FAM_000885,CH_009142,Williams-Taylor,31097.28,Full-Time,2020-11-22,Approved,Brown-Ellis,>100K,Recruitment consultant,Unemployed,South Seth,Night,50.32,2021-02-07,2026-06-21,2024-05-11
APP_000505,FAM_002185,CH_005584,"Nelson, Allen and Morgan",146292.93,Contract,2023-05-14,Approved,Harvey-Rodriguez,25K-50K,Dancer,Contract,West Cynthiachester,Flexible,46.98,2023-01-23,2026-10-15,2020-12-04
APP_000506,FAM_000847,CH_004753,Perry Ltd,57363.81,Part-Time,2017-11-17,Reviewed,Bishop PLC,<25K,"Development worker, international aid",Unemployed,East Johnton,Day,50.91,2016-02-26,2026-08-13,2019-12-03
APP_000507,FAM_002549,CH_000405,Sharp-Allen,72608.53,Seasonal,2023-11-21,Rejected,"Jennings, Boyd and Clay",<25K,"Designer, jewellery",Unemployed,Rachelstad,Flexible,23.51,2016-08-18,2026-09-04,2016-03-17
APP_000508,FAM_002088,CH_007159,Allen-Parker,68811.39,Contract,2023-03-21,Reviewed,Spencer PLC,<25K,Musician,Unemployed,West James,Day,34.25,2024-10-12,2026-06-21,2021-09-14
APP_000509,FAM_002279,CH_007728,"Anderson, Hernandez and Bennett",83463.84,Full-Time,2021-09-03,Approved,Davidson-Torres,<25K,"Therapist, nutritional",Part-Time,Williamshaven,Day,14.19,2021-11-02,2026-08-13,2019-02-08
APP_000510,FAM_002370,CH_008913,"Aguirre, Bailey and Johnson",104588.19,Contract,2021-10-25,Rejected,Russell-Marshall,50K-75K,Minerals surveyor,Contract,South Deborah,Night,20.59,2017-02-13,2026-04-16,2022-05-20
APP_000511,FAM_000682,CH_002440,"Young, Moore and Walker",58275.8,Part-Time,2019-03-04,Submitted,"Mejia, Hill and Swanson",>100K,"Designer, interior/spatial",Contract,Catherinechester,Flexible,50.11,2017-10-26,2026-04-09,2023-01-27
APP_000512,FAM_001058,CH_006397,Blanchard-Rasmussen,114054.93,Part-Time,2019-09-24,Approved,Spears-Rogers,<25K,Education administrator,Employed,Lake Joshuastad,Rotational,49.69,2018-03-25,2026-01-02,2022-02-20
APP_000513,FAM_000222,CH_003487,Love-Kelly,63832.5,Seasonal,2017-11-20,Rejected,Casey-Davis,25K-50K,"Scientist, audiological",Contract,Lyonsfort,Day,55.82,2020-09-24,2026-01-06,2022-02-08
APP_000514,FAM_002337,CH_007300,White Group,141557.51,Contract,2020-10-01,Submitted,Mendoza Group,50K-75K,"Designer, fashion/clothing",Employed,Williamsberg,Day,13.04,2018-11-21,2026-05-02,2021-07-18
APP_000515,FAM_000493,CH_003332,Haley-Herrera,15047.21,Contract,2024-07-16,Rejected,Wright Group,50K-75K,Retail merchandiser,Employed,East Jeffreyfort,Day,50.66,2018-04-23,2026-11-06,2023-05-20
APP_000516,FAM_000503,CH_005250,Brown PLC,106003.36,Full-Time,2023-05-17,Rejected,"Whitehead, Lamb and Smith",50K-75K,Office manager,Part-Time,North Laurenshire,Day,37.48,2021-08-01,2026-05-18,2021-04-01
APP_000517,FAM_000405,CH_003058,"Pena, Reed and Fields",141151.71,Contract,2023-08-23,Approved,Werner-Wheeler,50K-75K,Armed forces technical officer,Unemployed,New James,Night,55.31,2019-04-04,2026-03-15,2018-09-27
APP_000518,FAM_001656,CH_007244,"Bartlett, Ochoa and Bass",72703.6,Part-Time,2024-05-09,Reviewed,"Rollins, Beltran and Hampton",<25K,"Engineer, manufacturing",Part-Time,Gonzalezbury,Flexible,16.48,2022-01-25,2026-06-23,2016-05-20
APP_000519,FAM_000064,CH_003749,Cochran Inc,149673.11,Part-Time,2023-10-01,Approved,Owens Ltd,>100K,Herbalist,Part-Time,Marktown,Night,41.77,2022-06-09,2026-07-19,2018-04-05
APP_000520,FAM_002531,CH_004658,Evans-Martin,147854.3,Seasonal,2025-04-08,Rejected,"Diaz, Mcdonald and Smith",25K-50K,Camera operator,Contract,Scotthaven,Rotational,22.98,2023-04-23,2026-03-06,2017-12-07
APP_000521,FAM_000447,CH_003290,Melendez-Smith,80704.69,Seasonal,2021-11-27,Approved,"Tapia, Knapp and Wells",25K-50K,Dentist,Unemployed,Aaronbury,Flexible,47.98,2020-09-01,2026-06-16,2021-11-20
APP_000522,FAM_001206,CH_003619,Armstrong Inc,126668.78,Contract,2025-07-20,Rejected,Burton and Sons,25K-50K,Charity fundraiser,Part-Time,Ruizbury,Day,20.69,2020-12-14,2026-05-11,2018-01-19
APP_000523,FAM_001420,CH_004516,"Khan, Anderson and Mckenzie",142769.21,Contract,2023-04-06,Approved,Miller Ltd,50K-75K,"Scientist, research (life sciences)",Employed,South James,Day,36.07,2023-04-11,2026-03-07,2018-11-03
APP_000524,FAM_000852,CH_007939,Benson and Sons,33626.72,Full-Time,2018-03-16,Approved,Kelly Inc,>100K,"Psychotherapist, dance movement",Part-Time,West William,Day,46.13,2018-10-08,2026-07-23,2025-07-14
APP_000525,FAM_000051,CH_002355,Mendoza PLC,111012.89,Full-Time,2021-04-01,Reviewed,Andrews Group,50K-75K,"Optician, dispensing",Unemployed,Lorichester,Day,15.38,2019-09-16,2025-11-27,2022-02-05
APP_000526,FAM_002539,CH_006058,"Frost, Brown and Summers",26501.39,Part-Time,2023-03-28,Approved,West Inc,>100K,Travel agency manager,Contract,East Kevin,Flexible,22.12,2021-09-15,2026-07-30,2018-03-03
APP_000527,FAM_002376,CH_006081,Bailey-Green,63909.05,Full-Time,2021-10-26,Reviewed,Hutchinson LLC,25K-50K,Minerals surveyor,Contract,Lake Danville,Night,10.73,2021-09-27,2026-09-17,2017-11-16
APP_000528,FAM_001645,CH_006432,"Collins, Parker and Vasquez",100185.85,Full-Time,2024-07-17,Reviewed,Lamb-Wells,<25K,Chiropodist,Part-Time,Gonzaleston,Night,53.95,2020-09-15,2026-06-01,2019-12-08
APP_000529,FAM_001434,CH_000594,Caldwell Group,106442.89,Part-Time,2021-09-26,Approved,Dalton Group,50K-75K,Chief Strategy Officer,Contract,Rogertown,Night,15.53,2020-06-01,2026-04-04,2017-07-31
APP_000530,FAM_001080,CH_004001,"Parker, May and Douglas",49585.89,Full-Time,2025-10-06,Approved,Lara Group,>100K,Charity officer,Contract,New Mitchellview,Day,12.65,2022-07-21,2025-12-18,2021-04-28
APP_000531,FAM_000788,CH_000130,"Blake, Decker and Parrish",41044.37,Seasonal,2017-08-31,Reviewed,Schultz LLC,>100K,Accounting technician,Unemployed,New Dianeside,Rotational,42.42,2025-01-06,2026-05-01,2024-11-25
APP_000532,FAM_000386,CH_002079,Case PLC,61619.76,Contract,2020-12-28,Submitted,Smith-Thomas,<25K,Industrial buyer,Unemployed,East Stephanie,Day,11.35,2017-03-01,2026-05-23,2020-05-01
APP_000533,FAM_002963,CH_000039,Brennan LLC,121511.98,Full-Time,2023-03-06,Approved,"Bailey, Lin and King",>100K,Herbalist,Unemployed,Rebeccafort,Day,57.86,2016-09-05,2026-08-06,2018-03-15
APP_000534,FAM_001855,CH_008707,"Wolfe, Gilmore and Goodman",115146.49,Part-Time,2023-03-02,Submitted,Contreras and Sons,>100K,Consulting civil engineer,Contract,Lindafort,Day,25.85,2021-04-01,2026-05-06,2024-03-14
APP_000535,FAM_001305,CH_000218,"Andersen, Campbell and Howe",71612.14,Contract,2023-10-11,Reviewed,"Thompson, Moore and Carpenter",<25K,Podiatrist,Employed,Port Kyle,Night,14.45,2020-07-17,2026-08-21,2024-05-19
APP_000536,FAM_000957,CH_005701,"Cole, Hobbs and Hamilton",48284.9,Part-Time,2020-02-05,Rejected,"Hanson, Daniel and Sanchez",<25K,Veterinary surgeon,Contract,South Mary,Day,43.65,2022-05-04,2026-01-07,2016-03-11
APP_000537,FAM_002877,CH_006537,Figueroa-Wheeler,66086.54,Full-Time,2022-04-12,Reviewed,Palmer PLC,>100K,"Psychologist, clinical",Employed,Port Debraside,Night,35.41,2024-06-12,2026-11-02,2018-12-17
APP_000538,FAM_000166,CH_008614,Gray-Wallace,80586.13,Full-Time,2021-01-25,Submitted,Boyd-Wade,<25K,Sport and exercise psychologist,Part-Time,Cruztown,Night,21.58,2019-07-25,2026-09-14,2020-11-13
APP_000539,FAM_001377,CH_000595,"Perez, Lee and Daugherty",137764.94,Part-Time,2018-11-10,Rejected,Willis-Fernandez,>100K,"Buyer, retail",Unemployed,Davischester,Day,47.0,2024-05-02,2026-06-09,2018-12-22
APP_000540,FAM_002608,CH_002227,Bradley-Shepherd,23746.29,Part-Time,2023-09-03,Rejected,Evans and Sons,<25K,"Loss adjuster, chartered",Part-Time,Nancystad,Night,42.33,2024-05-13,2026-03-31,2022-04-18
APP_000541,FAM_002029,CH_008610,Bell Inc,100158.14,Contract,2024-11-08,Submitted,Chavez-Stevenson,50K-75K,"Geologist, engineering",Unemployed,Roachmouth,Day,41.68,2018-06-13,2026-07-17,2017-01-23
APP_000542,FAM_002020,CH_006038,Henson Group,24776.12,Part-Time,2018-01-25,Submitted,"Lopez, Long and Bonilla",25K-50K,Medical sales representative,Unemployed,West Kimburgh,Rotational,18.06,2016-11-25,2026-06-14,2018-10-16
APP_000543,FAM_001568,CH_003364,Smith-Hernandez,99782.8,Full-Time,2019-09-05,Reviewed,Hunt PLC,<25K,Acupuncturist,Contract,West Samanthatown,Flexible,15.17,2019-10-18,2026-09-16,2021-08-14
APP_000544,FAM_002465,CH_004429,Barron-Knox,31100.4,Full-Time,2022-04-03,Rejected,Barrera-Jackson,>100K,Commissioning editor,Unemployed,Lake Anitastad,Night,22.48,2022-03-22,2025-12-07,2016-11-30
APP_000545,FAM_002257,CH_008039,Martin and Sons,124046.36,Contract,2025-04-25,Reviewed,Burnett-Tran,>100K,Software engineer,Contract,North Sara,Night,54.65,2025-10-30,2026-08-28,2023-02-11
APP_000546,FAM_001521,CH_001803,Shaw Inc,54967.33,Seasonal,2016-01-09,Reviewed,Olson-Garrett,50K-75K,Fine artist,Part-Time,North Tonya,Day,51.95,2025-03-20,2026-04-14,2021-05-22
APP_000547,FAM_000136,CH_007371,Hoffman-Terrell,140289.06,Contract,2016-02-18,Submitted,Harris-Meyer,<25K,Chief Financial Officer,Employed,Port Kevin,Flexible,10.59,2022-11-30,2026-04-07,2020-09-03
APP_000548,FAM_002967,CH_004367,Wheeler-Martinez,47211.96,Contract,2022-08-13,Rejected,Summers Inc,25K-50K,Insurance account manager,Part-Time,Port Juan,Flexible,27.78,2025-06-13,2026-02-07,2016-09-17
APP_000549,FAM_002675,CH_005002,Sandoval Group,63076.62,Seasonal,2020-07-22,Submitted,"Bradford, Anderson and Suarez",>100K,Actor,Part-Time,South Brian,Rotational,18.33,2016-10-11,2026-03-19,2024-10-17
APP_000550,FAM_000199,CH_004811,Montgomery-Bridges,141511.95,Part-Time,2021-02-05,Submitted,"Miller, Oliver and Thompson",25K-50K,"Physicist, medical",Contract,East Mariaberg,Night,23.49,2018-08-09,2026-01-22,2016-09-22
APP_000551,FAM_002820,CH_004661,Keith Inc,39614.56,Seasonal,2020-01-06,Submitted,"Fletcher, Murphy and Young",<25K,Dispensing optician,Part-Time,Port Angelahaven,Day,49.16,2017-04-07,2026-02-27,2024-01-11
APP_000552,FAM_000120,CH_009972,Mendoza-Harris,143058.69,Contract,2021-06-25,Reviewed,Wolfe Ltd,50K-75K,Civil Service fast streamer,Contract,Anthonyhaven,Flexible,44.6,2018-06-04,2026-02-01,2019-04-25
APP_000553,FAM_001887,CH_001250,Baker-Rowe,32216.76,Full-Time,2024-05-23,Rejected,"Thomas, Ferguson and Garza",25K-50K,"Engineer, communications",Employed,Grantshire,Rotational,47.14,2020-02-09,2026-02-19,2020-07-24
APP_000554,FAM_000828,CH_002772,"Butler, Saunders and Callahan",52265.27,Part-Time,2019-03-10,Approved,"Crane, Simmons and Gomez",25K-50K,Event organiser,Employed,Wellsfurt,Rotational,49.42,2016-11-03,2026-03-07,2022-02-28
APP_000555,FAM_001462,CH_008259,Grant-Henson,84836.74,Contract,2020-09-26,Submitted,"Mcguire, Chapman and Sherman",25K-50K,"Engineer, site",Unemployed,Derekfurt,Night,47.3,2020-11-17,2026-01-06,2017-08-01
APP_000556,FAM_002536,CH_005890,Gentry-Hicks,146256.22,Part-Time,2019-04-24,Submitted,"Hamilton, Hall and Barnett",25K-50K,"Designer, blown glass/stained glass",Part-Time,Jamesland,Day,10.07,2018-11-28,2026-06-13,2020-05-10
APP_000557,FAM_000100,CH_000520,Arroyo Group,84903.34,Seasonal,2016-07-24,Submitted,Brown-Mann,50K-75K,Media buyer,Part-Time,Jacobton,Night,42.24,2023-11-07,2025-12-13,2017-09-14
APP_000558,FAM_000103,CH_004673,Curry-Russell,131878.59,Full-Time,2019-04-27,Approved,Ochoa PLC,25K-50K,Adult nurse,Unemployed,East Diane,Flexible,16.39,2025-03-21,2026-04-05,2016-08-11
APP_000559,FAM_001934,CH_000796,"Taylor, Freeman and Lopez",12716.04,Part-Time,2020-05-31,Submitted,Woods-Pruitt,<25K,"Designer, television/film set",Contract,New John,Rotational,40.48,2020-09-24,2026-10-24,2023-04-24
APP_000560,FAM_001243,CH_006742,Pierce and Sons,134335.03,Contract,2016-01-29,Reviewed,Santana-Wall,>100K,"Engineer, site",Unemployed,Lake Mary,Rotational,38.26,2017-05-16,2026-05-29,2018-04-02
APP_000561,FAM_000217,CH_001465,Lyons-Baldwin,89191.65,Seasonal,2021-04-15,Submitted,"Tanner, Baker and Cochran",25K-50K,"Teacher, secondary school",Part-Time,South Brianborough,Day,29.77,2016-01-23,2026-04-23,2025-11-01
APP_000562,FAM_000473,CH_008623,"Wiley, Donovan and Cox",74063.0,Contract,2021-12-13,Reviewed,"Curtis, Olsen and Vaughn",>100K,Community education officer,Part-Time,Michaelfurt,Rotational,52.84,2019-05-21,2025-11-21,2022-07-16
APP_000563,FAM_002611,CH_008690,Heath LLC,130245.64,Full-Time,2024-09-26,Submitted,Mahoney Ltd,25K-50K,Control and instrumentation engineer,Part-Time,Amandaland,Day,27.03,2017-07-29,2026-04-28,2022-07-14
APP_000564,FAM_000642,CH_000992,"Williams, Simmons and Torres",131037.69,Part-Time,2025-07-21,Rejected,Heath Group,25K-50K,Illustrator,Contract,South Nicolefurt,Night,49.82,2020-07-31,2026-10-04,2017-05-14
APP_000565,FAM_000933,CH_004629,Roy and Sons,12761.66,Contract,2023-12-06,Submitted,Foster-Williams,50K-75K,Police officer,Contract,West Sarahborough,Flexible,50.32,2017-03-17,2026-02-02,2017-11-25
APP_000566,FAM_001740,CH_007642,Harrison Inc,106454.92,Seasonal,2020-12-12,Rejected,Anderson-Berry,<25K,Retail merchandiser,Unemployed,North James,Rotational,18.02,2021-01-25,2025-12-15,2017-07-05
APP_000567,FAM_001573,CH_001988,Wolfe and Sons,133903.67,Part-Time,2019-10-15,Rejected,"Miller, Jones and Brown",<25K,"Civil engineer, contracting",Unemployed,Michaelshire,Rotational,46.44,2016-09-09,2026-03-14,2024-09-16
APP_000568,FAM_001559,CH_007639,Smith-Odonnell,53968.65,Contract,2016-09-12,Submitted,Collins-Lee,25K-50K,Immunologist,Contract,New Jeffreybury,Rotational,34.7,2021-07-31,2026-06-16,2020-05-04
APP_000569,FAM_001233,CH_008612,Roach Ltd,45946.2,Full-Time,2025-02-03,Reviewed,Medina-Thomas,25K-50K,General practice doctor,Employed,Phyllisfort,Night,12.64,2017-08-03,2026-10-18,2016-08-03
APP_000570,FAM_002382,CH_006401,"Mckinney, Morales and Meadows",36380.4,Seasonal,2019-11-05,Reviewed,"Hall, Smith and Wyatt",50K-75K,Homeopath,Contract,Port Pamelastad,Flexible,27.29,2025-06-27,2026-05-27,2024-01-10
APP_000571,FAM_000633,CH_002025,"Blake, Curtis and Foster",135346.07,Full-Time,2016-04-30,Rejected,Morris Group,50K-75K,Careers information officer,Contract,Jasmineberg,Day,35.11,2020-04-19,2026-10-25,2021-11-08
APP_000572,FAM_001861,CH_005879,Mccann Ltd,32597.3,Part-Time,2023-01-25,Rejected,"Vargas, Bowman and Booker",25K-50K,"Nurse, adult",Unemployed,Hernandezland,Day,47.3,2019-07-22,2026-06-05,2019-07-26
APP_000573,FAM_001395,CH_006300,"Parker, Evans and Marshall",106823.55,Full-Time,2021-06-27,Submitted,Herrera-Bright,25K-50K,Tour manager,Part-Time,Jefferyhaven,Night,36.14,2019-03-17,2026-08-05,2022-09-25
APP_000574,FAM_002159,CH_003684,Bailey and Sons,95947.86,Seasonal,2024-02-03,Approved,"Gilmore, David and Calderon",50K-75K,"Scientist, research (life sciences)",Part-Time,South Christophertown,Flexible,29.49,2017-05-19,2026-06-23,2024-01-18
APP_000575,FAM_000707,CH_004237,Walsh and Sons,30385.45,Contract,2019-08-21,Approved,Reynolds-Manning,<25K,Horticultural therapist,Part-Time,Bautistafort,Night,18.79,2018-04-10,2025-11-17,2016-07-12
APP_000576,FAM_000189,CH_004167,Clay-Williams,124878.96,Seasonal,2017-08-30,Submitted,Turner PLC,<25K,Manufacturing engineer,Part-Time,Colinport,Night,33.05,2022-03-13,2026-10-03,2023-10-31
APP_000577,FAM_001696,CH_002519,Christensen-Andrews,89348.22,Part-Time,2021-08-19,Reviewed,Gallegos-Bowers,>100K,Chartered certified accountant,Employed,East Angelaborough,Flexible,49.11,2018-12-12,2026-08-02,2022-05-09
APP_000578,FAM_000995,CH_005225,"Leonard, Lopez and Harvey",60661.51,Seasonal,2017-09-28,Submitted,Sharp-Valenzuela,25K-50K,Insurance risk surveyor,Unemployed,South Shannon,Rotational,31.0,2017-02-03,2026-09-10,2023-06-22
APP_000579,FAM_001575,CH_004471,Castaneda-Russo,42058.28,Full-Time,2019-08-24,Reviewed,Lawson Group,<25K,Administrator,Part-Time,Lake Adamport,Rotational,39.51,2018-06-06,2026-04-10,2021-12-21
APP_000580,FAM_001713,CH_000406,Williams-Cook,48638.75,Part-Time,2017-07-01,Rejected,"Kelley, Zavala and Collins",50K-75K,Operational investment banker,Unemployed,New Tonyastad,Night,56.01,2017-10-29,2026-02-13,2020-08-12
APP_000581,FAM_000325,CH_007102,Carr LLC,112646.69,Contract,2022-12-24,Rejected,West-Gonzalez,50K-75K,Accommodation manager,Part-Time,West Jonathan,Flexible,42.21,2025-04-30,2026-06-27,2025-06-12
APP_000582,FAM_002035,CH_000811,Richardson-Blake,78666.91,Full-Time,2018-09-29,Rejected,Parsons-Hoffman,50K-75K,Clinical biochemist,Unemployed,Laurashire,Night,13.3,2016-12-08,2026-06-23,2016-08-22
APP_000583,FAM_000314,CH_004189,Taylor PLC,138535.31,Contract,2021-03-30,Rejected,"Olson, Barnes and Woods",<25K,"Surveyor, land/geomatics",Part-Time,Ronaldview,Rotational,39.08,2022-03-23,2026-08-04,2020-10-30
