campaign_id,event_id,campaign_name,channel,budget,start_date,end_date,success_rate,budget_amount,expenditure_amount,utilization_percent,grant_amount,donations_received,fund_balance,reimbursement_claims,claim_status,payment_date,audit_flag,reporting_period,financial_manager,data_load_timestamp
CMP_000400,EVT_001793,Innovative tertiary intranet,SMS,331708.26,2025-11-12,2026-07-12,66.34,1195600.05,2172003.27,131.5,1315966.26,278765.16,379099.75,13,Approved,2020-10-26,N,FY2023-Q4,Kathleen Lyons,2025-11-14 15:16:57.948035
CMP_000401,EVT_000748,Cloned incremental flexibility,TV,281898.21,2023-04-05,2026-03-24,63.37,2530540.68,1283162.16,52.67,396316.86,484140.17,67658.94,22,Approved,2023-09-26,Y,FY2023-Q2,Andre Flores,2025-11-14 15:16:57.948035
CMP_000402,EVT_000237,Sharable needs-based Local Area Network,Email,223812.79,2021-08-15,2026-03-02,35.24,1964542.77,1092473.49,55.39,1899492.94,188294.11,45061.19,37,Pending,2016-12-09,Y,FY2025-Q2,Alvin Mcgee,2025-11-14 15:16:57.948035
CMP_000403,EVT_000157,Polarized secondary policy,Radio,425431.68,2020-07-03,2026-10-26,24.9,4544107.6,2233555.27,185.76,1718514.69,422585.81,423718.7,31,Rejected,2025-02-12,Y,FY2021-Q4,David Ward,2025-11-14 15:16:57.948035
CMP_000404,EVT_000541,Advanced secondary frame,Radio,445757.67,2023-06-16,2026-11-04,41.85,1329424.68,1720401.35,160.49,793490.83,152283.43,210691.52,20,Rejected,2024-02-14,N,FY2024-Q4,Jordan Anderson,2025-11-14 15:16:57.948035
CMP_000405,EVT_000655,Profit-focused solution-oriented customer loyalty,SMS,319483.59,2020-02-13,2026-03-01,75.3,316860.99,2285399.36,39.4,1056558.03,230047.74,379025.28,43,Rejected,2021-07-13,N,FY2020-Q3,Adam Wilkerson,2025-11-14 15:16:57.948035
CMP_000406,EVT_001575,Ergonomic attitude-oriented pricing structure,Email,198153.19,2017-01-16,2026-02-12,77.42,4980985.52,3393092.16,107.4,392838.84,260648.41,32319.73,37,Rejected,2018-03-08,Y,FY2021-Q3,Lance Day,2025-11-14 15:16:57.948035
CMP_000407,EVT_001718,Innovative empowering firmware,Social,151339.9,2021-11-09,2026-04-28,50.42,4340276.92,2482689.13,175.19,133938.49,177534.71,-62291.83,25,Rejected,2021-11-10,N,FY2020-Q4,Hannah Cruz,2025-11-14 15:16:57.948035
CMP_000408,EVT_000442,Digitized 4thgeneration solution,TV,185623.7,2020-03-25,2026-02-08,76.05,1788600.4,3777717.73,153.82,880855.11,66778.76,465803.47,37,Rejected,2024-03-22,N,FY2021-Q4,Shane Jimenez,2025-11-14 15:16:57.948035
CMP_000409,EVT_000803,Configurable radical forecast,TV,12048.96,2016-08-06,2026-07-22,8.47,482589.1,2282507.22,122.31,315144.9,146306.44,248763.35,34,Approved,2020-02-29,N,FY2024-Q1,Dawn Morris,2025-11-14 15:16:57.948035
CMP_000410,EVT_001178,Public-key interactive throughput,Social,324410.26,2016-06-10,2026-07-05,98.75,915772.4,38257.33,52.86,908543.41,305295.99,54177.41,15,Pending,2018-09-17,Y,FY2023-Q2,Calvin Johnson,2025-11-14 15:16:57.948035
CMP_000411,EVT_001451,Triple-buffered stable contingency,Email,400509.22,2023-01-11,2026-11-06,21.81,4333416.44,2703925.32,171.0,512758.35,467696.52,160730.32,34,Pending,2016-07-02,N,FY2025-Q3,Wendy Owens,2025-11-14 15:16:57.948035
CMP_000412,EVT_001612,Enhanced intangible archive,SMS,277875.6,2021-02-23,2026-01-07,2.25,3740845.08,2664582.28,159.14,1521589.27,21501.66,63118.85,3,Rejected,2020-01-06,Y,FY2020-Q1,Todd Martinez,2025-11-14 15:16:57.948035
CMP_000413,EVT_001764,Profound upward-trending capacity,Social,175405.01,2016-02-26,2026-06-18,60.58,1867044.52,1037871.94,21.73,1780259.84,315169.64,28766.53,38,Approved,2018-10-03,N,FY2025-Q2,Paula Meyer,2025-11-14 15:16:57.948035
CMP_000414,EVT_001674,Adaptive static website,Social,320100.08,2024-04-29,2026-05-15,65.84,2636191.06,457963.73,77.28,977605.09,461961.89,-22285.66,27,Rejected,2022-11-03,Y,FY2023-Q3,April James,2025-11-14 15:16:57.948035
CMP_000415,EVT_001457,Proactive multi-state attitude,Radio,454702.83,2022-12-28,2026-06-03,44.09,4143258.48,1294185.08,115.69,88860.92,79241.92,196231.36,10,Rejected,2019-12-08,N,FY2022-Q1,Allison Wright,2025-11-14 15:16:57.948035
CMP_000416,EVT_001485,Reactive background architecture,Social,117278.63,2024-02-14,2026-02-05,9.87,2026844.52,1468370.02,171.68,1532592.15,10794.44,489474.23,11,Approved,2023-08-11,Y,FY2024-Q2,Rebecca Warren,2025-11-14 15:16:57.948035
CMP_000417,EVT_001722,Configurable 6thgeneration structure,SMS,458206.59,2016-10-12,2026-11-10,32.56,1257311.85,2497088.79,1.64,1267325.22,81814.26,479374.56,10,Pending,2024-03-05,N,FY2025-Q1,Anthony Jackson,2025-11-14 15:16:57.948035
CMP_000418,EVT_000442,User-friendly radical parallelism,SMS,430147.04,2018-04-25,2026-05-16,8.16,1113102.6,1563671.34,187.43,991528.17,305207.32,139361.98,26,Rejected,2020-07-08,N,FY2022-Q4,Nicole Rose,2025-11-14 15:16:57.948035
CMP_000419,EVT_001519,Managed high-level frame,Social,420513.14,2023-05-21,2026-04-27,10.68,3371812.9,2058512.34,185.1,124844.4,308698.63,392844.55,15,Rejected,2024-02-13,Y,FY2022-Q3,Sean Morris,2025-11-14 15:16:57.948035
CMP_000420,EVT_001476,Automated systemic Internet solution,Social,276660.96,2024-03-23,2026-06-07,31.07,4697277.56,3957992.08,121.24,877307.15,436457.3,281790.49,14,Approved,2016-09-30,Y,FY2021-Q2,Michael Mendoza,2025-11-14 15:16:57.948035
CMP_000421,EVT_000120,Future-proofed bi-directional open system,Radio,484960.59,2022-01-20,2026-03-28,32.96,1469362.25,540381.69,40.3,593048.98,312821.65,426133.8,37,Pending,2017-04-23,Y,FY2020-Q2,Lori Franklin,2025-11-14 15:16:57.948035
CMP_000422,EVT_001545,Total multimedia structure,TV,454716.39,2024-08-27,2026-04-20,86.18,2568440.0,2226531.31,83.61,1003721.63,322851.25,280134.76,22,Rejected,2019-06-28,N,FY2025-Q1,David Chavez,2025-11-14 15:16:57.948035
CMP_000423,EVT_000660,Universal optimizing concept,TV,383889.21,2019-08-16,2026-05-17,72.91,3273375.52,1858347.78,85.14,903426.75,160535.19,121559.16,18,Rejected,2020-02-01,Y,FY2023-Q2,Dustin Jordan,2025-11-14 15:16:57.948035
CMP_000424,EVT_000035,Organic national matrix,TV,290014.87,2016-03-14,2026-07-31,17.35,4466536.9,1829703.52,83.12,1394276.15,431644.68,-16547.21,35,Approved,2024-02-21,N,FY2020-Q1,Paul Oneal,2025-11-14 15:16:57.948035
CMP_000425,EVT_001143,Switchable asynchronous orchestration,Radio,363017.43,2019-11-14,2026-02-27,32.26,2584952.13,978472.72,182.55,1518367.05,314239.85,7829.75,18,Rejected,2018-07-01,Y,FY2020-Q2,Dorothy Mcdonald,2025-11-14 15:16:57.948035
CMP_000426,EVT_000170,Cloned grid-enabled migration,Email,119992.39,2023-03-09,2026-06-27,3.18,4634842.49,1911702.24,171.62,1381814.96,483628.79,159872.14,28,Rejected,2016-03-05,Y,FY2024-Q2,Cameron Murphy,2025-11-14 15:16:57.948035
CMP_000427,EVT_001201,Advanced disintermediate core,Social,14907.04,2024-12-20,2025-12-18,5.74,2363254.27,3953411.73,11.82,779446.48,183919.54,431013.11,39,Rejected,2022-07-03,Y,FY2025-Q1,Gwendolyn Cruz,2025-11-14 15:16:57.948035
CMP_000428,EVT_001109,Integrated multimedia project,Social,229179.36,2019-12-03,2026-10-28,14.19,53516.11,1189214.05,25.25,1054960.45,265306.05,154660.25,20,Rejected,2016-07-01,Y,FY2025-Q4,Sean Mcdaniel,2025-11-14 15:16:57.948035
CMP_000429,EVT_001148,Synergistic non-volatile Graphical User Interface,Social,182896.63,2021-07-09,2026-02-20,64.05,1844805.56,2427226.83,21.09,293693.53,463326.01,499539.41,37,Rejected,2023-08-07,N,FY2025-Q3,James Willis,2025-11-14 15:16:57.948035
CMP_000430,EVT_001196,Synergized directional standardization,TV,122611.12,2020-11-27,2026-11-12,84.27,1793902.7,938395.17,90.0,612271.6,70020.3,153637.84,40,Rejected,2020-05-05,Y,FY2023-Q1,Justin Drake,2025-11-14 15:16:57.948035
CMP_000431,EVT_001681,Ergonomic multi-state standardization,TV,121707.29,2021-08-30,2025-12-08,82.71,3174439.07,498440.38,124.67,490852.75,400369.33,135448.63,50,Approved,2017-12-16,N,FY2024-Q2,Melissa Mccullough,2025-11-14 15:16:57.948035
CMP_000432,EVT_001682,Multi-channeled client-driven focus group,Email,32946.73,2025-04-15,2025-12-08,63.14,1209241.67,494521.74,173.46,1455809.15,497622.99,179709.4,47,Approved,2021-10-01,Y,FY2023-Q2,Alyssa Marshall,2025-11-14 15:16:57.948035
CMP_000433,EVT_001539,Programmable real-time moratorium,Email,52820.48,2024-10-22,2026-03-27,3.75,2363239.73,330105.64,101.81,1082921.37,295061.4,104086.13,28,Pending,2024-03-03,N,FY2025-Q1,Christopher Davis,2025-11-14 15:16:57.948035
CMP_000434,EVT_000191,Synchronized methodical monitoring,SMS,452969.32,2022-10-27,2025-12-13,20.27,1571775.08,1110304.83,105.67,1633934.69,164478.46,425934.12,46,Rejected,2020-10-05,N,FY2025-Q1,Ricky Love,2025-11-14 15:16:57.948035
CMP_000435,EVT_001076,Mandatory non-volatile firmware,TV,206243.5,2021-07-11,2026-01-27,24.06,4565694.71,153387.7,163.7,754625.9,395312.36,306594.39,34,Rejected,2018-07-20,Y,FY2023-Q4,Steven Cooley,2025-11-14 15:16:57.948035
CMP_000436,EVT_000124,Extended tertiary framework,Radio,449109.96,2024-07-12,2026-01-28,96.36,1849783.28,1589443.42,33.53,856724.75,19137.9,105504.02,24,Pending,2020-12-26,Y,FY2024-Q4,Ann Hampton,2025-11-14 15:16:57.948035
CMP_000437,EVT_001041,Organized upward-trending model,Radio,312125.83,2023-02-01,2026-01-08,35.06,984640.92,1968769.16,101.6,743414.9,136083.27,455537.97,23,Rejected,2024-10-25,N,FY2020-Q3,Anthony Taylor,2025-11-14 15:16:57.948035
CMP_000438,EVT_000221,Face-to-face analyzing groupware,Social,413210.61,2021-08-16,2026-09-12,44.74,2979894.73,31724.5,118.98,1819031.34,389062.31,185504.29,10,Approved,2017-08-06,Y,FY2023-Q4,Marc Martinez,2025-11-14 15:16:57.948035
CMP_000439,EVT_000559,Decentralized explicit knowledge user,SMS,403566.79,2017-05-16,2026-11-09,20.31,660392.3,2083812.19,37.54,1884355.32,173097.82,7856.24,16,Rejected,2015-12-18,Y,FY2025-Q3,Christine Young,2025-11-14 15:16:57.948035
CMP_000440,EVT_001866,Reactive analyzing project,TV,155296.47,2018-06-25,2026-06-25,11.69,4648175.79,3003060.52,76.96,1045398.21,381086.47,239942.49,20,Approved,2017-11-15,Y,FY2021-Q3,Christina Mcmahon,2025-11-14 15:16:57.948035
CMP_000441,EVT_000330,Intuitive executive productivity,TV,48669.02,2023-03-02,2026-08-27,32.37,4933796.21,2585916.25,98.81,1065208.98,188855.93,160770.77,30,Rejected,2025-03-03,N,FY2025-Q1,Caitlyn Taylor,2025-11-14 15:16:57.948035
CMP_000442,EVT_000794,Team-oriented uniform encryption,Radio,327286.79,2022-02-08,2026-09-08,98.47,3520732.82,3763246.84,26.46,1338353.3,76513.18,488378.45,9,Approved,2022-07-14,Y,FY2021-Q1,Sharon Gray MD,2025-11-14 15:16:57.948035
CMP_000443,EVT_001516,Programmable bottom-line paradigm,TV,75955.08,2024-09-01,2026-10-01,41.93,2821223.09,2855612.48,19.88,104254.94,255023.35,-72620.04,49,Approved,2018-10-22,N,FY2024-Q1,Laura Gilbert,2025-11-14 15:16:57.948035
CMP_000444,EVT_000671,Decentralized solution-oriented database,TV,90095.56,2019-05-12,2026-05-09,41.44,2287794.25,1165553.28,193.97,1187627.22,87116.14,-22395.66,50,Pending,2017-01-15,N,FY2024-Q4,Kirk Snyder,2025-11-14 15:16:57.948035
CMP_000445,EVT_000106,Synergized clear-thinking standardization,SMS,429597.72,2024-12-25,2026-08-22,20.1,3655902.4,107843.45,26.38,1664492.72,162181.96,-61728.53,43,Rejected,2025-09-08,N,FY2023-Q2,John Meyer,2025-11-14 15:16:57.948035
CMP_000446,EVT_001862,Right-sized uniform installation,Radio,379603.16,2020-08-26,2026-06-06,87.42,1614429.23,1551072.45,109.6,1837044.51,186240.7,481340.27,7,Approved,2023-06-05,N,FY2020-Q2,Zachary Holt DVM,2025-11-14 15:16:57.948035
CMP_000447,EVT_000786,Secured empowering budgetary management,Radio,464624.39,2022-05-02,2026-05-16,52.65,3623778.92,2205312.57,194.38,777316.71,350230.97,304990.38,12,Rejected,2022-10-02,N,FY2024-Q4,Natalie Gutierrez,2025-11-14 15:16:57.948035
CMP_000448,EVT_000147,Exclusive human-resource secured line,Radio,440830.98,2023-02-06,2026-06-14,42.33,2119418.81,3954909.69,65.14,1749365.84,357436.45,244685.82,32,Approved,2025-01-19,Y,FY2020-Q4,Stephen Wolfe,2025-11-14 15:16:57.948035
CMP_000449,EVT_001801,Enhanced cohesive groupware,Radio,289494.36,2018-10-15,2026-05-30,18.14,3707418.11,771047.27,11.89,1673451.84,438034.44,-98768.6,45,Pending,2019-12-06,Y,FY2022-Q1,Elaine Skinner,2025-11-14 15:16:57.948035
CMP_000450,EVT_000876,Polarized human-resource info-mediaries,TV,231012.9,2019-04-05,2026-03-10,23.07,3008980.83,2159198.53,52.09,1367348.98,30641.05,370924.26,32,Pending,2018-10-17,N,FY2021-Q1,Elijah Osborn,2025-11-14 15:16:57.948035
CMP_000451,EVT_001092,Stand-alone web-enabled challenge,Social,279729.81,2023-07-08,2026-02-23,97.51,3066225.98,3621027.22,64.99,408274.62,236220.82,424955.5,27,Approved,2022-12-03,Y,FY2023-Q1,Cheryl Reyes,2025-11-14 15:16:57.948035
CMP_000452,EVT_001292,Implemented scalable definition,Radio,484795.68,2025-09-17,2026-07-06,39.23,3181130.93,2051418.04,151.05,1428012.59,130502.32,335407.41,27,Pending,2016-08-29,Y,FY2020-Q1,Amber Decker,2025-11-14 15:16:57.948035
CMP_000453,EVT_000566,Intuitive heuristic open system,TV,153608.04,2021-10-11,2026-09-22,67.09,1515695.31,2598099.53,77.74,291813.82,499132.18,-71672.93,15,Approved,2021-05-22,Y,FY2021-Q3,Jacqueline Vaughn,2025-11-14 15:16:57.948035
CMP_000454,EVT_000685,Operative bifurcated utilization,TV,119207.75,2018-12-22,2026-10-31,97.75,855580.78,1169031.21,37.24,1927354.68,425945.47,296594.61,47,Pending,2021-05-09,N,FY2021-Q3,Nicholas Thomas,2025-11-14 15:16:57.948035
CMP_000455,EVT_000281,Switchable executive monitoring,Email,397310.47,2016-06-26,2026-01-14,87.88,1568978.37,1967422.03,174.08,1206916.23,441500.25,-25771.06,16,Pending,2018-08-23,Y,FY2021-Q2,Jessica Johnson,2025-11-14 15:16:57.948035
CMP_000456,EVT_001679,Decentralized 5thgeneration Local Area Network,Social,91967.94,2016-06-11,2026-05-24,34.28,4123134.79,2241035.02,15.54,1433854.2,56487.07,477941.27,47,Rejected,2022-10-26,Y,FY2020-Q4,Jesse Moreno,2025-11-14 15:16:57.948035
CMP_000457,EVT_000225,Cross-group client-server monitoring,Social,162621.47,2022-04-02,2026-08-31,59.39,320111.24,479400.98,26.5,239838.14,452875.17,224361.67,4,Approved,2019-06-03,Y,FY2022-Q1,Kenneth Simmons,2025-11-14 15:16:57.948035
CMP_000458,EVT_002000,Ergonomic value-added attitude,Email,286511.1,2021-06-29,2026-04-16,74.0,3972676.37,1387765.95,191.99,241321.97,426645.0,208332.26,46,Rejected,2022-05-09,N,FY2022-Q1,Angela Randall,2025-11-14 15:16:57.948035
CMP_000459,EVT_000214,Realigned homogeneous knowledge user,TV,49735.28,2019-10-16,2026-03-25,95.95,655249.25,2955610.67,167.15,957253.03,319400.39,107294.24,45,Approved,2021-05-22,N,FY2023-Q1,Brittany Williams,2025-11-14 15:16:57.948035
CMP_000460,EVT_001662,Innovative background Local Area Network,Email,423151.16,2022-06-24,2026-07-21,59.8,2696378.84,1929529.62,106.23,1058801.9,465359.15,153677.17,16,Rejected,2023-01-23,N,FY2020-Q3,James Miller,2025-11-14 15:16:57.948035
CMP_000461,EVT_001930,Advanced bandwidth-monitored ability,Social,461520.37,2019-03-22,2025-12-24,0.59,140479.45,104982.35,93.34,728976.78,421324.33,344887.18,25,Approved,2021-08-15,Y,FY2021-Q2,John Roach,2025-11-14 15:16:57.948035
CMP_000462,EVT_001314,Multi-layered fault-tolerant website,Email,171242.14,2017-10-26,2026-05-18,27.81,4931160.44,648107.12,136.04,34669.89,119200.68,12290.67,14,Rejected,2021-04-23,N,FY2022-Q2,Kathryn Austin,2025-11-14 15:16:57.948035
CMP_000463,EVT_001233,Multi-tiered optimizing strategy,Social,416718.64,2022-10-19,2026-06-18,41.86,4171754.47,1996959.7,11.88,1809269.38,107888.58,-77054.92,15,Rejected,2020-02-01,N,FY2025-Q2,Susan Yates,2025-11-14 15:16:57.948035
CMP_000464,EVT_001539,Ameliorated global architecture,SMS,65928.91,2020-11-06,2026-05-19,75.78,1197657.15,1962120.07,187.28,14235.71,487491.34,310991.95,21,Pending,2023-08-20,Y,FY2023-Q2,Barbara Fuentes,2025-11-14 15:16:57.948035
CMP_000465,EVT_000499,Balanced responsive analyzer,Email,132334.05,2022-07-05,2026-08-13,45.82,1108252.36,1819079.65,3.93,1428766.47,410522.23,482314.27,14,Approved,2015-12-25,Y,FY2020-Q1,William Garcia,2025-11-14 15:16:57.948035
CMP_000466,EVT_000938,Assimilated heuristic projection,Email,127924.57,2021-06-29,2026-08-05,54.99,4646138.32,1244838.15,42.95,1841574.65,415985.6,-31322.68,13,Pending,2024-04-06,N,FY2023-Q4,Linda Williams,2025-11-14 15:16:57.948035
CMP_000467,EVT_001312,Programmable holistic middleware,Radio,207683.04,2017-02-12,2026-04-14,84.98,3818710.18,3322449.78,15.52,51118.25,369550.91,298478.5,48,Rejected,2025-05-12,N,FY2025-Q2,Cheryl Jones,2025-11-14 15:16:57.948035
CMP_000468,EVT_001515,Object-based client-server conglomeration,Social,321760.09,2024-01-22,2026-02-21,25.88,2513684.2,1749554.49,59.07,186098.32,372751.73,239134.7,15,Pending,2023-04-24,N,FY2020-Q4,Nathan Cruz,2025-11-14 15:16:57.948035
CMP_000469,EVT_000143,Focused clear-thinking functionalities,TV,94493.58,2019-06-19,2026-03-02,92.16,4322074.14,3075003.65,161.04,623760.85,310952.39,70338.84,26,Approved,2023-05-16,N,FY2025-Q3,Mr. Paul Jones DVM,2025-11-14 15:16:57.948035
CMP_000470,EVT_001615,Fundamental content-based paradigm,Social,418470.4,2018-06-26,2026-07-16,73.94,4318892.38,2846401.79,187.41,1115289.07,92371.8,285199.09,29,Pending,2025-10-27,N,FY2020-Q3,Austin Bradshaw,2025-11-14 15:16:57.948035
CMP_000471,EVT_000441,Customer-focused full-range artificial intelligence,TV,334374.33,2022-04-07,2026-01-27,89.9,2228423.89,3716424.92,88.94,60263.73,386293.08,403476.67,6,Rejected,2025-08-18,N,FY2022-Q4,Laura Richmond,2025-11-14 15:16:57.948035
CMP_000472,EVT_001961,Right-sized needs-based approach,TV,355933.43,2025-05-09,2026-07-21,22.87,595597.6,3927954.01,174.06,1041427.63,333303.41,276001.21,12,Pending,2023-09-28,N,FY2020-Q4,Jacqueline Brown,2025-11-14 15:16:57.948035
CMP_000473,EVT_001326,Ergonomic modular algorithm,SMS,244900.23,2016-11-11,2026-02-13,77.71,2040189.19,105908.29,144.29,665670.45,430210.64,3475.77,2,Pending,2023-12-22,Y,FY2023-Q1,Candice Ortiz,2025-11-14 15:16:57.948035
CMP_000474,EVT_001095,Integrated even-keeled utilization,TV,223937.68,2019-03-09,2026-05-24,21.78,4728469.98,2007776.61,7.44,1191176.81,35893.17,498150.5,25,Approved,2024-09-12,N,FY2022-Q2,Steven Li,2025-11-14 15:16:57.948035
CMP_000475,EVT_000127,Innovative empowering leverage,Email,42679.78,2020-08-31,2025-12-27,5.73,4395388.63,3199456.23,166.07,1594726.0,136522.41,148620.11,42,Pending,2024-06-08,Y,FY2020-Q2,Austin Mills,2025-11-14 15:16:57.948035
CMP_000476,EVT_000351,Devolved leadingedge superstructure,SMS,364959.02,2017-05-21,2025-11-20,48.9,3852285.22,279700.53,46.77,1800547.86,222395.87,128390.55,46,Rejected,2018-06-19,N,FY2025-Q4,Sarah Ward,2025-11-14 15:16:57.948035
CMP_000477,EVT_001851,Persistent responsive open system,Email,181391.53,2024-07-21,2026-04-12,8.58,1462180.27,805499.23,125.71,1589288.08,266274.94,18436.34,1,Rejected,2016-08-09,N,FY2025-Q2,Melissa Little,2025-11-14 15:16:57.948035
CMP_000478,EVT_001473,Universal well-modulated attitude,SMS,115902.43,2017-04-13,2026-07-08,67.22,101439.87,3593387.69,108.77,534025.04,31129.73,425097.71,9,Rejected,2023-03-06,N,FY2023-Q1,Alice Becker,2025-11-14 15:16:57.948035
CMP_000479,EVT_001720,Customer-focused upward-trending matrix,Social,77559.82,2023-08-24,2025-11-16,23.87,1701084.65,778852.43,113.38,557091.17,318524.92,-74227.39,43,Rejected,2024-06-05,Y,FY2020-Q3,Tracy Harris,2025-11-14 15:16:57.948035
CMP_000480,EVT_000010,Intuitive regional capability,Email,332263.22,2016-12-25,2026-02-19,44.36,1050258.68,2992572.47,139.73,788259.94,40250.57,-15185.31,48,Approved,2017-04-16,N,FY2020-Q2,Thomas Ballard,2025-11-14 15:16:57.948035
CMP_000481,EVT_000169,Stand-alone asymmetric secured line,Email,404952.35,2020-02-13,2026-09-17,23.54,902668.05,2920939.48,197.05,1289468.09,338686.9,-99093.58,17,Pending,2023-09-25,Y,FY2020-Q3,Tracy Leon,2025-11-14 15:16:57.948035
CMP_000482,EVT_001259,Total dynamic synergy,Radio,134923.75,2021-03-05,2026-07-16,43.97,1413313.04,3604129.96,166.94,963735.37,380638.13,104509.71,44,Rejected,2024-02-16,Y,FY2024-Q3,Sheena Baird,2025-11-14 15:16:57.948035
CMP_000483,EVT_000824,Devolved executive array,Radio,104890.25,2024-10-20,2026-01-12,38.15,2419512.45,3724006.97,105.94,1856805.44,298771.12,400863.47,19,Pending,2023-02-21,Y,FY2023-Q4,Laura Gutierrez,2025-11-14 15:16:57.948035
CMP_000484,EVT_001709,Progressive high-level complexity,TV,440909.65,2024-07-05,2026-06-01,35.47,2858433.08,1597462.67,79.12,1202025.94,142108.55,272162.57,22,Approved,2023-06-06,Y,FY2020-Q4,Kevin Williams,2025-11-14 15:16:57.948035
CMP_000485,EVT_000111,Right-sized hybrid hub,TV,334715.52,2016-04-24,2026-09-16,50.38,1889392.22,1702695.56,188.02,1369469.52,184109.55,483737.16,30,Pending,2016-06-08,Y,FY2024-Q4,James Trevino,2025-11-14 15:16:57.948035
CMP_000486,EVT_001602,Digitized analyzing encoding,Email,367414.05,2015-12-15,2026-03-16,68.68,3834729.22,3921816.1,103.34,654883.85,411362.68,39071.98,33,Rejected,2019-07-29,Y,FY2023-Q1,Adam Houston,2025-11-14 15:16:57.948035
CMP_000487,EVT_001782,Diverse uniform application,TV,328314.22,2022-11-04,2026-05-30,12.46,403373.84,2177571.29,173.99,1084100.49,22514.88,373917.27,28,Pending,2020-11-12,Y,FY2021-Q3,Jonathan Chavez,2025-11-14 15:16:57.948035
CMP_000488,EVT_001610,Down-sized full-range functionalities,Radio,87590.49,2016-04-21,2026-04-25,42.7,3406753.38,3241051.81,182.67,1231591.4,425806.56,433704.65,41,Pending,2021-01-04,Y,FY2022-Q4,Susan Lee,2025-11-14 15:16:57.948035
CMP_000489,EVT_001930,Implemented attitude-oriented projection,Social,225763.77,2025-05-19,2026-09-20,66.16,1063350.54,168533.57,74.55,852008.33,197419.19,-83279.33,38,Pending,2018-06-30,Y,FY2024-Q4,Amber Yoder,2025-11-14 15:16:57.948035
CMP_000490,EVT_000527,Assimilated multi-state frame,TV,34975.24,2020-03-07,2025-12-19,68.34,4033736.56,3475779.25,190.66,215671.28,75631.24,-50135.95,23,Rejected,2019-11-16,N,FY2025-Q2,Michelle Barton,2025-11-14 15:16:57.948035
CMP_000491,EVT_000788,Universal cohesive access,Social,6579.28,2021-09-15,2026-10-17,47.86,1553248.65,602211.77,94.53,1596165.75,122735.27,-27391.28,46,Approved,2017-07-03,Y,FY2020-Q4,Jacob Hamilton,2025-11-14 15:16:57.948035
CMP_000492,EVT_001309,Quality-focused well-modulated concept,Social,475630.35,2020-10-02,2026-07-03,27.82,2791164.65,1299320.6,47.43,293879.08,392132.4,245121.99,43,Rejected,2024-02-04,Y,FY2022-Q3,Melissa Bell,2025-11-14 15:16:57.948035
CMP_000493,EVT_000144,Centralized reciprocal throughput,Social,248575.53,2021-01-04,2026-09-28,66.6,1216195.83,3068317.61,100.1,1726681.06,458087.99,296583.92,27,Approved,2019-03-03,N,FY2023-Q2,Brett Mosley,2025-11-14 15:16:57.948035
CMP_000494,EVT_000747,Total optimal intranet,Email,418577.65,2022-07-31,2026-03-16,30.67,470786.0,2310818.65,182.09,1079687.11,185078.7,154408.51,43,Rejected,2020-08-03,N,FY2022-Q2,Bradley Hardy,2025-11-14 15:16:57.948035
CMP_000495,EVT_001334,Cross-platform regional groupware,SMS,202964.81,2023-06-30,2026-09-19,6.85,72995.03,3748933.98,126.52,1623234.63,152096.72,63517.01,33,Pending,2021-03-04,N,FY2024-Q3,Rebecca Wilson,2025-11-14 15:16:57.948035
CMP_000496,EVT_000729,Down-sized responsive model,Email,282302.6,2023-09-11,2025-12-22,38.04,4133813.34,1672767.76,181.02,1617376.51,364268.55,106691.54,38,Rejected,2025-09-10,Y,FY2024-Q1,Emily Dominguez,2025-11-14 15:16:57.948035
CMP_000497,EVT_001301,Exclusive system-worthy groupware,Radio,478930.93,2024-04-24,2026-01-14,76.32,2129909.69,2024720.06,19.87,1461530.82,52704.85,250226.92,4,Rejected,2018-04-22,Y,FY2021-Q1,Michael Yates,2025-11-14 15:16:57.948035
CMP_000498,EVT_001522,Monitored neutral adapter,Radio,273096.33,2019-09-10,2026-02-17,22.01,4459492.77,1745723.21,0.76,147487.69,437204.84,50796.73,10,Approved,2022-04-19,Y,FY2022-Q3,Daniel Wright,2025-11-14 15:16:57.948035
CMP_000499,EVT_001183,Proactive stable alliance,TV,378460.93,2017-03-01,2026-02-28,93.0,4390133.1,3843358.84,64.61,14933.03,132618.26,60113.81,13,Approved,2017-04-16,N,FY2025-Q1,Jacob Raymond,2025-11-14 15:16:57.948035
CMP_000500,EVT_001381,Open-source transitional toolset,Social,407789.95,2021-11-14,2026-01-27,40.39,2879349.65,2720749.85,88.42,1026173.08,168543.16,485796.02,43,Pending,2024-03-06,Y,FY2024-Q1,Danielle Castro,2025-11-14 15:16:57.948035
CMP_000501,EVT_001647,Operative next generation open architecture,Social,492407.57,2020-09-17,2026-09-27,29.78,3765268.86,1870819.65,67.62,1318777.43,178758.58,110188.75,7,Rejected,2024-03-18,Y,FY2022-Q3,Robert Hernandez,2025-11-14 15:16:57.948035
CMP_000502,EVT_000775,User-centric well-modulated algorithm,Radio,299296.03,2025-10-24,2026-06-22,40.64,373088.4,2531423.88,157.67,584664.93,154723.08,-14007.28,11,Approved,2017-11-23,N,FY2020-Q3,Ryan Taylor,2025-11-14 15:16:57.948035
CMP_000503,EVT_000689,Up-sized uniform hardware,Radio,411720.66,2020-10-03,2026-11-07,33.42,2083515.14,2750358.2,125.54,1070190.24,116578.76,113310.41,8,Approved,2025-08-19,Y,FY2024-Q4,Jose Villa,2025-11-14 15:16:57.948035
