event_id,program_id,geo_id,event_name,event_type,event_date,participants_count,event_count,families_engaged,partners_engaged,volunteers_involved,calls_received,calls_resolved,avg_resolution_time_min,campaign_reach,campaign_type,feedback_score,satisfaction_rate,outcome_category,cost_per_event,channel_type,participation_score,attendance_count
EVT_000286,PGM_00382,GEO_0195,Right-sized user-facing toolset,Outreach,2018-05-06,231,2,104,11,51,406,344,101.09,18737,Email,1.52,18.26,Failed,14776.82,SMS,50.83,229
EVT_000287,PGM_00310,GEO_0162,Virtual upward-trending collaboration,Outreach,2017-09-26,276,3,132,7,22,94,322,49.92,17223,In-person,3.28,57.01,Failed,14405.82,In-person,31.28,123
EVT_000288,PGM_00395,GEO_0140,Profound real-time complexity,Webinar,2021-10-29,409,4,156,16,62,446,96,110.9,12224,In-person,3.19,98.36,Failed,7979.98,Phone,41.63,259
EVT_000289,PGM_00125,GEO_0073,Profit-focused bifurcated benchmark,Conference,2025-09-29,204,4,101,8,97,179,418,87.86,13294,Phone,2.33,11.41,Success,2247.06,SMS,47.37,156
EVT_000290,PGM_00496,GEO_0083,Decentralized optimizing access,Webinar,2024-02-29,395,2,140,19,2,458,353,75.26,4225,SMS,2.29,47.85,Failed,3316.0,Phone,41.4,315
EVT_000291,PGM_00409,GEO_0149,Progressive solution-oriented website,Training,2018-01-01,270,4,34,2,80,46,167,111.24,8595,SMS,4.58,89.51,Partial,13735.37,Phone,67.18,59
EVT_000292,PGM_00418,GEO_0163,Secured 6thgeneration knowledge user,Training,2021-05-17,69,3,67,9,44,138,187,43.62,7802,Phone,1.81,13.78,Partial,5995.38,SMS,90.27,195
EVT_000293,PGM_00412,GEO_0150,Fundamental non-volatile protocol,Conference,2017-04-22,145,3,43,8,14,157,126,58.04,2825,Phone,1.52,39.28,Failed,11120.92,In-person,93.95,160
EVT_000294,PGM_00400,GEO_0158,Adaptive needs-based matrix,Webinar,2019-05-26,450,4,100,11,69,127,7,115.65,14771,In-person,1.38,53.87,Partial,7492.93,Phone,59.16,265
EVT_000295,PGM_00488,GEO_0167,Vision-oriented optimizing analyzer,Conference,2017-07-13,259,5,86,19,50,320,110,36.0,6306,SMS,2.92,33.29,Partial,5794.16,In-person,4.55,168
EVT_000296,PGM_00319,GEO_0131,Switchable holistic pricing structure,Outreach,2023-01-17,318,2,140,8,73,80,382,62.6,18429,SMS,2.22,29.55,Failed,11269.44,Online,23.86,231
EVT_000297,PGM_00483,GEO_0097,Persistent non-volatile ability,Outreach,2017-06-06,180,1,37,16,39,345,90,62.84,12463,Email,4.72,93.47,Failed,11006.82,Phone,48.73,313
EVT_000298,PGM_00097,GEO_0025,Decentralized zero-defect policy,Conference,2025-05-17,274,5,54,6,5,185,217,110.68,3833,Phone,4.16,87.17,Partial,1598.36,Phone,60.56,196
EVT_000299,PGM_00133,GEO_0182,Advanced national concept,Webinar,2023-02-17,287,1,145,17,97,16,194,94.8,2030,SMS,4.78,33.51,Failed,2315.05,Online,32.45,441
EVT_000300,PGM_00286,GEO_0035,Reverse-engineered radical initiative,Webinar,2016-11-08,460,1,47,6,0,88,100,71.14,5390,In-person,2.4,8.6,Failed,1802.93,Phone,40.93,159
EVT_000301,PGM_00240,GEO_0183,Synchronized zero-defect access,Webinar,2022-09-04,252,2,143,18,50,446,54,32.74,2891,SMS,2.56,22.5,Success,3220.85,In-person,21.36,166
EVT_000302,PGM_00260,GEO_0163,Balanced actuating architecture,Training,2023-07-27,192,5,32,3,61,234,2,53.71,6734,SMS,3.83,96.23,Partial,13231.9,Online,11.93,389
EVT_000303,PGM_00101,GEO_0152,Devolved client-server paradigm,Webinar,2025-03-11,493,1,19,6,5,139,296,85.6,18488,SMS,2.32,82.48,Failed,5281.95,Online,82.68,127
EVT_000304,PGM_00336,GEO_0051,Future-proofed even-keeled challenge,Training,2016-08-24,116,1,146,16,41,59,444,53.58,18517,Email,3.13,55.28,Partial,8700.84,Online,24.05,55
EVT_000305,PGM_00207,GEO_0079,Assimilated 24/7 orchestration,Webinar,2018-08-06,271,4,4,19,53,437,88,75.97,5996,Email,4.97,77.5,Success,12651.46,Phone,54.77,294
EVT_000306,PGM_00488,GEO_0050,Robust grid-enabled function,Webinar,2024-03-18,436,2,158,20,79,144,224,89.56,8607,In-person,2.21,85.71,Failed,8307.24,Online,68.29,174
EVT_000307,PGM_00232,GEO_0127,Balanced grid-enabled synergy,Webinar,2018-07-07,62,4,145,18,53,288,274,119.13,18556,In-person,4.14,17.78,Partial,12921.96,SMS,82.87,271
EVT_000308,PGM_00214,GEO_0049,Compatible 5thgeneration moratorium,Conference,2021-07-05,276,3,59,11,84,373,239,87.71,15477,SMS,2.33,71.03,Partial,1137.03,SMS,12.4,167
EVT_000309,PGM_00230,GEO_0134,Reactive 24/7 intranet,Training,2024-10-12,40,4,86,3,11,440,352,97.99,14376,Phone,2.41,53.5,Failed,9821.01,In-person,77.07,318
EVT_000310,PGM_00286,GEO_0071,User-centric responsive orchestration,Outreach,2022-12-19,495,2,68,0,60,331,18,60.89,4793,In-person,4.03,73.37,Partial,8057.86,In-person,71.77,280
EVT_000311,PGM_00315,GEO_0014,Synergistic even-keeled leverage,Conference,2016-08-14,368,1,123,19,45,275,121,46.91,17353,Phone,2.31,12.24,Failed,19592.85,SMS,60.84,433
EVT_000312,PGM_00318,GEO_0023,Ameliorated multi-tasking analyzer,Webinar,2023-10-17,479,4,98,2,98,125,457,50.62,12923,SMS,1.85,29.42,Partial,15024.36,SMS,97.45,454
EVT_000313,PGM_00169,GEO_0131,Configurable grid-enabled function,Outreach,2019-01-13,158,5,155,6,79,192,111,52.23,2195,SMS,4.38,75.46,Success,17839.09,Online,97.71,95
EVT_000314,PGM_00428,GEO_0136,Persevering national customer loyalty,Conference,2020-04-06,208,3,85,5,31,173,136,15.03,2286,Phone,1.89,79.51,Failed,8500.37,SMS,24.6,331
EVT_000315,PGM_00198,GEO_0024,Grass-roots methodical collaboration,Conference,2022-11-01,421,3,199,5,42,217,216,32.2,3851,Phone,3.18,85.87,Partial,12745.65,SMS,1.6,146
EVT_000316,PGM_00330,GEO_0012,Business-focused local orchestration,Outreach,2021-08-01,64,4,17,7,62,482,438,59.59,3100,SMS,4.04,65.03,Success,3176.46,Online,43.55,214
EVT_000317,PGM_00262,GEO_0066,Team-oriented impactful migration,Training,2025-08-31,331,2,98,0,3,408,166,88.84,12249,In-person,2.83,12.45,Success,14415.32,In-person,41.52,60
EVT_000318,PGM_00116,GEO_0135,Robust neutral flexibility,Outreach,2016-03-26,26,3,193,17,37,274,254,105.41,5493,SMS,3.24,6.54,Partial,14930.28,Online,31.94,16
EVT_000319,PGM_00113,GEO_0036,Team-oriented empowering benchmark,Conference,2017-10-22,432,1,49,2,16,19,424,104.25,793,In-person,3.02,28.07,Failed,8669.85,Phone,93.14,153
EVT_000320,PGM_00458,GEO_0065,Networked radical benchmark,Training,2023-07-13,198,3,69,13,12,280,290,71.37,12721,Email,4.97,44.52,Partial,1137.14,Online,36.26,449
EVT_000321,PGM_00319,GEO_0026,Open-architected composite system engine,Webinar,2020-02-19,456,5,53,3,12,137,247,54.12,13084,Email,2.87,10.77,Failed,2835.41,Phone,51.91,140
EVT_000322,PGM_00477,GEO_0119,User-friendly multi-state frame,Outreach,2025-07-19,462,4,158,13,58,255,240,116.63,7151,In-person,2.81,33.06,Failed,2008.77,Phone,57.29,476
EVT_000323,PGM_00091,GEO_0165,Decentralized multimedia Graphic Interface,Training,2017-08-09,355,2,179,15,94,180,289,33.79,482,In-person,4.92,89.11,Success,2711.02,Phone,55.62,140
EVT_000324,PGM_00063,GEO_0072,Organic clear-thinking success,Webinar,2021-06-28,267,3,169,19,8,204,207,27.83,14843,SMS,1.42,77.94,Failed,18617.35,In-person,9.48,355
EVT_000325,PGM_00218,GEO_0094,Synchronized bottom-line frame,Outreach,2024-09-17,19,5,182,16,100,408,200,94.7,14170,Phone,3.27,71.43,Success,15502.54,Online,94.15,305
EVT_000326,PGM_00464,GEO_0155,Multi-tiered 5thgeneration hierarchy,Outreach,2019-02-21,100,2,158,3,63,458,483,19.92,18069,In-person,1.88,34.86,Failed,14731.79,In-person,42.4,454
EVT_000327,PGM_00457,GEO_0145,Pre-emptive next generation pricing structure,Conference,2018-06-06,428,4,36,14,30,102,366,62.6,3284,Phone,4.27,90.36,Success,19160.26,Phone,11.24,57
EVT_000328,PGM_00428,GEO_0037,Adaptive holistic benchmark,Training,2017-02-16,414,5,46,1,57,55,413,108.89,3581,Email,4.01,59.05,Partial,3586.26,SMS,42.7,8
EVT_000329,PGM_00153,GEO_0069,Multi-channeled heuristic hierarchy,Training,2020-05-02,500,2,39,6,14,193,411,29.55,1730,SMS,4.31,40.58,Success,6233.83,Online,42.23,496
EVT_000330,PGM_00279,GEO_0186,Realigned coherent toolset,Training,2020-03-04,452,2,120,14,19,472,375,71.79,15425,SMS,3.84,99.73,Success,9136.08,In-person,21.58,338
EVT_000331,PGM_00292,GEO_0139,Ergonomic bandwidth-monitored info-mediaries,Training,2025-10-22,483,3,192,6,46,161,68,35.61,14284,In-person,4.44,4.8,Partial,7795.72,In-person,8.58,107
EVT_000332,PGM_00264,GEO_0146,Optimized analyzing utilization,Training,2023-09-05,297,3,93,11,42,360,264,60.5,1344,SMS,1.55,96.31,Partial,7019.39,In-person,80.9,228
EVT_000333,PGM_00254,GEO_0175,Optimized executive challenge,Conference,2021-08-27,136,2,60,2,72,21,225,62.63,7456,Email,2.31,14.42,Partial,8687.23,In-person,98.06,21
EVT_000334,PGM_00153,GEO_0104,Down-sized discrete artificial intelligence,Webinar,2017-09-24,260,4,193,5,49,68,149,88.06,6994,Email,4.16,94.62,Failed,5189.16,In-person,83.08,295
EVT_000335,PGM_00297,GEO_0007,Re-engineered intermediate website,Outreach,2021-08-11,166,2,25,7,33,174,175,22.96,4204,Email,4.08,30.02,Success,5417.68,Online,45.1,424
EVT_000336,PGM_00152,GEO_0039,Virtual multi-tasking concept,Conference,2019-05-24,396,4,117,18,56,5,376,96.85,6973,In-person,1.09,71.24,Success,2491.0,In-person,7.56,257
EVT_000337,PGM_00007,GEO_0142,Upgradable heuristic success,Training,2016-04-22,355,1,53,16,31,451,336,119.87,17258,In-person,3.78,32.73,Failed,5268.52,Phone,71.95,7
EVT_000338,PGM_00056,GEO_0122,Organic needs-based open architecture,Training,2024-10-08,88,1,95,2,36,459,382,31.67,9545,Email,4.46,63.98,Success,5159.37,In-person,89.89,274
EVT_000339,PGM_00474,GEO_0072,Monitored secondary orchestration,Conference,2025-03-29,31,1,73,15,32,425,158,56.72,3400,Phone,3.57,81.35,Failed,16899.98,In-person,41.6,327
EVT_000340,PGM_00090,GEO_0075,Enterprise-wide bandwidth-monitored emulation,Training,2025-08-26,154,4,100,5,60,71,52,73.17,17878,SMS,1.74,39.24,Failed,2652.06,Online,34.09,21
EVT_000341,PGM_00061,GEO_0055,Enterprise-wide client-server model,Webinar,2020-09-22,227,2,63,0,23,167,360,58.76,9831,Email,2.35,29.03,Success,15590.49,Online,64.16,228
EVT_000342,PGM_00493,GEO_0114,Fully-configurable 5thgeneration concept,Training,2023-10-18,132,1,18,2,35,59,97,8.84,5666,Email,4.05,7.43,Failed,11214.97,In-person,86.77,36
EVT_000343,PGM_00176,GEO_0154,Managed impactful matrix,Outreach,2019-02-02,86,1,95,11,59,157,128,52.66,1215,Phone,4.56,61.67,Success,1022.05,Online,46.89,478
EVT_000344,PGM_00339,GEO_0123,Sharable mobile utilization,Webinar,2022-02-18,378,4,125,0,4,387,417,108.54,2644,In-person,2.85,11.54,Failed,2652.46,Online,20.07,416
EVT_000345,PGM_00207,GEO_0085,Versatile human-resource synergy,Outreach,2017-05-19,211,3,106,12,66,401,86,43.07,3005,In-person,1.27,70.79,Partial,10009.1,Phone,3.62,482
EVT_000346,PGM_00302,GEO_0132,Reduced national attitude,Training,2020-11-23,114,1,72,14,28,441,2,39.82,782,In-person,4.41,59.26,Partial,11976.99,Phone,34.65,243
EVT_000347,PGM_00299,GEO_0140,Cross-group directional info-mediaries,Training,2020-02-28,456,3,196,13,5,385,223,110.61,17928,In-person,4.38,65.34,Success,5021.32,Phone,91.85,465
EVT_000348,PGM_00291,GEO_0129,Compatible holistic approach,Outreach,2016-01-02,248,2,186,1,26,409,39,21.21,15693,Email,1.64,73.2,Success,14826.56,In-person,22.16,101
EVT_000349,PGM_00243,GEO_0164,Future-proofed dynamic hardware,Conference,2023-06-27,336,4,139,9,21,346,217,73.35,13241,Phone,4.38,97.97,Success,7009.9,In-person,31.12,212
EVT_000350,PGM_00001,GEO_0133,Synergized contextually-based functionalities,Outreach,2016-07-12,361,1,97,12,40,172,94,30.25,16576,Phone,4.28,62.99,Failed,7308.0,Online,60.44,51
EVT_000351,PGM_00388,GEO_0025,Grass-roots heuristic infrastructure,Conference,2018-07-04,300,1,53,7,35,333,315,35.32,17759,SMS,1.66,26.49,Partial,8129.94,Online,50.86,287
EVT_000352,PGM_00435,GEO_0173,Distributed mobile analyzer,Conference,2025-10-12,276,5,89,1,10,391,22,2.23,15968,SMS,4.4,51.8,Failed,13888.98,Online,23.31,148
EVT_000353,PGM_00050,GEO_0022,Assimilated directional methodology,Conference,2016-12-27,248,1,7,4,56,436,364,27.76,16022,Email,2.88,71.74,Partial,8453.43,In-person,52.36,431
EVT_000354,PGM_00048,GEO_0031,Programmable analyzing utilization,Conference,2018-10-21,453,3,191,19,25,449,294,29.15,758,SMS,2.25,6.1,Partial,6404.36,SMS,68.04,18
EVT_000355,PGM_00476,GEO_0082,Business-focused real-time Internet solution,Outreach,2023-04-17,92,5,176,13,62,276,336,66.88,3618,SMS,2.8,60.63,Success,13312.42,Online,95.26,54
EVT_000356,PGM_00309,GEO_0018,Decentralized bandwidth-monitored help-desk,Webinar,2016-12-22,473,5,196,12,94,292,485,13.23,17394,In-person,3.19,12.39,Success,14832.47,SMS,49.93,417
EVT_000357,PGM_00442,GEO_0192,Diverse heuristic conglomeration,Conference,2018-12-09,195,5,133,3,68,484,139,72.18,2589,Email,4.0,2.53,Partial,7495.56,Online,74.32,414
EVT_000358,PGM_00025,GEO_0035,Total interactive instruction set,Webinar,2021-09-26,331,2,154,11,74,78,198,58.06,16114,Phone,4.83,64.33,Partial,6789.61,SMS,28.18,278
EVT_000359,PGM_00453,GEO_0073,Exclusive upward-trending matrices,Outreach,2016-11-13,397,4,151,15,13,241,337,113.9,17541,Email,1.53,96.79,Failed,14350.6,Phone,24.1,157
EVT_000360,PGM_00408,GEO_0174,Digitized 24hour instruction set,Conference,2022-10-30,177,5,32,13,5,20,389,48.72,16295,Phone,2.58,34.94,Partial,6886.34,Phone,95.54,165
EVT_000361,PGM_00405,GEO_0065,Inverse optimizing hardware,Webinar,2023-05-17,199,2,65,19,66,301,409,64.21,17109,In-person,4.36,46.31,Partial,15306.18,In-person,77.64,416
EVT_000362,PGM_00457,GEO_0074,Customer-focused web-enabled time-frame,Training,2019-02-06,184,2,86,9,39,195,392,37.09,7493,Email,4.62,37.31,Failed,7257.15,SMS,65.59,114
EVT_000363,PGM_00233,GEO_0052,User-friendly hybrid functionalities,Conference,2019-12-16,238,5,168,0,9,93,130,47.78,15352,Phone,2.93,4.0,Success,18777.23,Online,48.62,228
EVT_000364,PGM_00267,GEO_0027,Versatile intangible implementation,Training,2018-02-09,452,5,169,18,93,278,97,53.59,13096,Email,4.4,66.4,Success,17389.94,In-person,88.21,243
EVT_000365,PGM_00325,GEO_0090,Organic uniform knowledgebase,Outreach,2019-08-26,60,1,150,10,52,446,250,16.85,1434,Phone,2.35,18.57,Success,2503.71,In-person,33.92,173
EVT_000366,PGM_00035,GEO_0184,Self-enabling attitude-oriented function,Outreach,2023-11-21,403,1,174,19,38,454,60,58.02,1523,Phone,2.92,88.32,Success,16430.54,In-person,47.55,264
EVT_000367,PGM_00321,GEO_0037,Innovative static circuit,Conference,2024-11-28,470,2,2,11,58,271,321,101.6,12841,SMS,1.24,8.9,Success,5345.57,SMS,96.65,315
EVT_000368,PGM_00081,GEO_0105,Multi-tiered dedicated instruction set,Training,2019-10-15,342,2,28,1,94,209,155,15.59,9233,Email,3.11,66.43,Success,3490.83,In-person,97.73,157
EVT_000369,PGM_00199,GEO_0108,Customer-focused background website,Conference,2024-10-08,182,4,69,0,81,87,118,40.99,18398,In-person,3.8,58.56,Success,4766.44,SMS,49.0,54
EVT_000370,PGM_00374,GEO_0125,Future-proofed upward-trending policy,Training,2021-01-22,54,4,116,3,55,142,481,34.28,14964,Phone,4.59,39.7,Success,12735.37,In-person,45.27,395
EVT_000371,PGM_00407,GEO_0057,Seamless upward-trending policy,Webinar,2016-06-19,298,3,196,0,15,140,197,80.97,17829,In-person,1.17,66.36,Failed,10081.16,Online,27.14,127
EVT_000372,PGM_00273,GEO_0145,Visionary next generation structure,Conference,2020-03-13,85,3,72,4,40,494,255,91.67,10279,SMS,3.71,22.8,Partial,19887.56,Online,7.75,438
EVT_000373,PGM_00297,GEO_0054,Function-based multi-state software,Webinar,2019-02-16,140,5,40,1,75,87,122,62.72,3698,Phone,4.9,1.94,Success,7850.46,Online,64.8,466
EVT_000374,PGM_00477,GEO_0059,Upgradable upward-trending application,Training,2025-09-02,234,2,82,18,72,164,492,38.45,2200,Phone,1.16,28.92,Partial,8025.73,Phone,17.1,83
EVT_000375,PGM_00137,GEO_0191,Extended upward-trending Graphical User Interface,Webinar,2017-11-19,302,4,71,6,9,230,464,47.71,11303,Email,2.27,85.6,Failed,4101.78,In-person,3.54,20
EVT_000376,PGM_00190,GEO_0017,Switchable upward-trending challenge,Training,2015-12-31,350,5,70,6,5,158,95,7.33,13117,SMS,1.98,21.29,Failed,12211.03,In-person,21.61,72
EVT_000377,PGM_00044,GEO_0023,Multi-layered grid-enabled orchestration,Training,2021-03-25,71,1,94,2,31,258,98,63.71,539,Phone,4.37,64.59,Success,7038.89,In-person,18.66,62
EVT_000378,PGM_00288,GEO_0048,Visionary tertiary hub,Conference,2017-06-17,214,3,121,18,92,127,348,48.86,17836,In-person,4.72,48.25,Success,19996.27,Phone,1.58,147
EVT_000379,PGM_00036,GEO_0142,Seamless holistic strategy,Outreach,2017-03-19,408,1,57,13,99,190,260,5.27,16823,Email,3.92,94.16,Success,12956.81,Phone,28.31,61
EVT_000380,PGM_00351,GEO_0074,Decentralized zero-defect archive,Conference,2017-10-10,340,3,110,6,63,406,247,44.54,6220,In-person,2.49,73.42,Partial,19363.25,Phone,12.82,19
EVT_000381,PGM_00158,GEO_0056,Cloned intangible migration,Conference,2020-10-15,99,1,123,17,51,218,17,9.56,14551,Email,4.83,39.85,Partial,14751.16,SMS,84.66,42
EVT_000382,PGM_00205,GEO_0017,Object-based even-keeled model,Conference,2018-11-01,59,5,132,11,80,426,381,51.24,1131,Email,3.86,6.94,Success,18047.58,SMS,16.86,63
EVT_000383,PGM_00221,GEO_0153,Ameliorated high-level monitoring,Training,2025-08-31,206,3,141,2,47,274,183,8.29,5571,Phone,1.84,97.44,Success,5327.74,In-person,29.93,73
EVT_000384,PGM_00404,GEO_0017,Triple-buffered solution-oriented encoding,Conference,2025-10-27,227,5,36,3,5,442,22,106.05,2215,SMS,1.5,62.01,Partial,8323.36,In-person,7.82,124
EVT_000385,PGM_00069,GEO_0069,Stand-alone zero tolerance structure,Training,2016-01-21,326,5,169,0,10,288,221,65.65,3435,SMS,4.99,64.5,Success,12548.08,SMS,6.99,433
EVT_000386,PGM_00263,GEO_0059,Programmable cohesive focus group,Outreach,2017-08-24,297,5,83,10,40,428,125,5.68,731,Email,2.0,57.02,Partial,8115.56,SMS,44.77,414
EVT_000387,PGM_00304,GEO_0032,Multi-channeled exuding encryption,Training,2021-02-16,378,4,150,17,56,381,422,72.86,15633,Phone,4.73,23.28,Success,16446.63,Phone,61.81,148
EVT_000388,PGM_00188,GEO_0045,Diverse mobile service-desk,Conference,2023-08-30,247,1,70,8,29,422,444,104.99,18295,Phone,4.9,74.9,Partial,12804.25,Phone,31.84,83
EVT_000389,PGM_00008,GEO_0188,Profound grid-enabled system engine,Webinar,2020-11-10,30,5,81,9,34,401,88,114.79,15264,Email,1.05,87.48,Success,1923.82,Phone,30.41,437
EVT_000390,PGM_00405,GEO_0149,Profit-focused heuristic extranet,Training,2016-03-30,449,3,195,18,92,284,333,85.21,10964,Phone,4.92,53.27,Failed,782.83,In-person,50.33,176
EVT_000391,PGM_00140,GEO_0060,Team-oriented maximized leverage,Training,2018-06-14,403,5,118,16,60,348,463,51.75,13000,In-person,4.19,24.75,Success,914.24,In-person,93.2,340
EVT_000392,PGM_00494,GEO_0087,Upgradable optimal algorithm,Training,2022-04-11,10,5,150,19,39,293,283,24.39,10460,In-person,4.91,51.81,Failed,16704.79,In-person,49.96,350
EVT_000393,PGM_00200,GEO_0086,Cloned object-oriented matrix,Outreach,2025-08-09,209,2,53,5,1,293,292,10.39,13942,SMS,1.04,66.6,Partial,11892.32,Phone,4.49,95
EVT_000394,PGM_00303,GEO_0123,Up-sized solution-oriented knowledgebase,Outreach,2021-01-27,458,4,128,1,20,150,294,32.75,6591,In-person,2.49,37.62,Failed,18378.33,SMS,83.54,209
EVT_000395,PGM_00305,GEO_0119,Profit-focused motivating help-desk,Training,2020-01-01,266,4,136,9,86,60,307,27.94,5512,Email,1.69,61.58,Partial,248.62,In-person,9.47,56
EVT_000396,PGM_00186,GEO_0174,Multi-layered high-level encoding,Outreach,2017-05-22,440,5,20,11,21,291,371,71.82,9464,Email,4.48,85.27,Failed,3376.48,SMS,79.57,270
EVT_000397,PGM_00181,GEO_0142,Function-based exuding middleware,Webinar,2016-12-07,148,4,32,7,57,257,204,44.61,17126,In-person,2.22,16.73,Success,12172.89,Online,87.37,295
EVT_000398,PGM_00396,GEO_0003,Mandatory methodical product,Outreach,2025-02-18,383,5,167,10,82,417,19,29.76,771,Phone,3.9,41.64,Partial,18649.96,In-person,84.74,59
EVT_000399,PGM_00498,GEO_0117,Reverse-engineered multi-tasking open system,Webinar,2023-08-24,127,5,96,14,78,119,373,95.05,9390,Email,4.92,39.5,Success,2843.15,In-person,48.97,357
EVT_000400,PGM_00365,GEO_0081,Universal dynamic concept,Outreach,2022-11-17,364,1,169,15,65,414,195,98.91,17286,In-person,3.59,39.9,Partial,11647.21,SMS,12.03,445
EVT_000401,PGM_00408,GEO_0057,Pre-emptive global paradigm,Training,2021-05-21,215,2,195,17,42,399,189,71.77,8815,In-person,3.96,30.24,Partial,637.76,In-person,51.68,154
EVT_000402,PGM_00208,GEO_0121,Open-architected 4thgeneration attitude,Webinar,2018-09-17,276,1,37,14,0,304,32,104.51,6225,Email,4.41,89.23,Partial,3760.65,Online,79.2,146
EVT_000403,PGM_00380,GEO_0073,Inverse multi-state matrix,Outreach,2016-06-10,349,5,25,19,17,428,361,102.17,7544,Phone,4.36,53.69,Partial,19128.55,SMS,11.46,184
EVT_000404,PGM_00045,GEO_0132,Face-to-face grid-enabled alliance,Outreach,2024-08-03,372,4,47,10,45,238,313,89.91,8930,Phone,4.09,64.92,Success,5446.15,In-person,26.53,272
EVT_000405,PGM_00100,GEO_0148,Upgradable user-facing neural-net,Conference,2024-05-19,12,2,147,8,70,182,219,113.05,2414,In-person,4.39,73.17,Partial,15481.82,In-person,44.37,376
EVT_000406,PGM_00369,GEO_0069,Universal context-sensitive productivity,Training,2019-06-02,27,1,117,17,43,271,464,22.6,15172,SMS,2.93,85.52,Failed,6536.71,SMS,11.66,292
EVT_000407,PGM_00071,GEO_0051,Decentralized dynamic open system,Outreach,2019-11-07,254,3,175,2,86,153,138,41.51,1787,SMS,3.99,5.12,Success,454.6,In-person,67.38,484
EVT_000408,PGM_00066,GEO_0016,User-centric maximized info-mediaries,Conference,2016-06-12,34,5,16,16,73,380,236,43.02,8923,Phone,4.64,98.28,Failed,12713.54,Phone,71.84,469
EVT_000409,PGM_00187,GEO_0164,Balanced value-added software,Training,2018-01-01,355,2,45,7,34,322,172,35.08,18792,In-person,1.15,94.12,Partial,1050.14,Online,80.55,351
EVT_000410,PGM_00321,GEO_0145,Self-enabling bottom-line pricing structure,Training,2023-10-08,193,1,91,19,49,401,143,21.8,12739,In-person,4.33,37.22,Partial,17086.67,In-person,71.8,254
EVT_000411,PGM_00037,GEO_0155,Reverse-engineered fresh-thinking pricing structure,Training,2022-12-02,260,3,164,3,33,178,82,33.68,5331,Email,4.43,94.94,Success,9242.95,Online,59.08,279
EVT_000412,PGM_00190,GEO_0083,Mandatory impactful moderator,Training,2024-01-07,146,2,72,2,9,137,453,94.57,15486,SMS,3.41,75.98,Success,5128.62,Online,66.89,471
EVT_000413,PGM_00316,GEO_0169,Digitized zero tolerance Graphical User Interface,Outreach,2021-05-11,414,3,143,18,93,264,161,84.68,2848,Email,3.6,20.66,Partial,14169.65,Online,66.15,200
EVT_000414,PGM_00214,GEO_0128,Digitized composite installation,Outreach,2018-05-13,49,3,36,6,76,126,325,47.54,11522,Email,3.42,75.72,Partial,19442.44,In-person,33.97,183
EVT_000415,PGM_00399,GEO_0188,Implemented secondary complexity,Outreach,2018-04-25,337,4,63,2,24,260,58,75.91,5401,SMS,4.34,63.65,Success,8125.47,Phone,25.38,95
EVT_000416,PGM_00343,GEO_0117,Multi-layered 4thgeneration capability,Training,2019-11-15,365,4,109,6,37,178,406,58.55,1344,In-person,1.05,76.35,Partial,19927.02,SMS,64.93,213
EVT_000417,PGM_00195,GEO_0170,Devolved high-level policy,Outreach,2022-09-05,262,4,85,4,69,21,144,19.28,12882,Email,1.83,39.57,Success,1098.65,SMS,63.19,36
EVT_000418,PGM_00392,GEO_0045,Stand-alone grid-enabled analyzer,Outreach,2021-06-25,283,4,74,11,62,488,313,64.72,10161,SMS,4.15,96.83,Success,11978.34,SMS,59.33,314
EVT_000419,PGM_00019,GEO_0034,Mandatory human-resource product,Training,2016-03-27,482,2,178,10,3,33,38,118.37,14262,Phone,3.87,86.59,Failed,9371.11,In-person,67.4,206
EVT_000420,PGM_00412,GEO_0115,Upgradable attitude-oriented firmware,Conference,2018-02-05,312,3,44,18,32,312,359,51.3,13283,Phone,2.76,28.24,Success,4665.05,Online,90.48,236
EVT_000421,PGM_00042,GEO_0148,Intuitive didactic utilization,Training,2020-10-09,251,5,163,10,26,451,67,44.96,970,SMS,1.4,97.79,Partial,5994.88,SMS,16.31,206
EVT_000422,PGM_00120,GEO_0124,Realigned well-modulated collaboration,Outreach,2016-12-15,343,3,123,15,0,486,183,15.57,5723,Email,3.93,9.81,Partial,11455.01,In-person,84.88,70
EVT_000423,PGM_00058,GEO_0095,Mandatory even-keeled moderator,Webinar,2023-01-05,231,4,158,6,21,159,448,10.4,10895,Phone,2.45,46.98,Success,13794.31,In-person,0.62,204
EVT_000424,PGM_00465,GEO_0196,Customizable demand-driven productivity,Webinar,2020-04-10,463,2,174,14,35,248,150,21.94,8237,Email,2.04,65.72,Success,463.77,Online,64.75,287
EVT_000425,PGM_00172,GEO_0157,Distributed explicit contingency,Outreach,2023-01-06,279,4,174,14,55,296,287,21.17,15709,Phone,3.31,0.36,Partial,3385.38,SMS,33.12,493
EVT_000426,PGM_00087,GEO_0116,Organic radical task-force,Outreach,2023-07-29,148,2,22,3,95,178,156,40.52,5754,SMS,1.97,85.12,Partial,17818.83,Online,57.18,341
EVT_000427,PGM_00179,GEO_0044,Synchronized web-enabled access,Training,2018-01-04,339,3,58,14,59,124,498,100.4,5835,SMS,3.72,26.74,Success,11828.47,Phone,5.78,473
EVT_000428,PGM_00083,GEO_0124,Devolved demand-driven policy,Outreach,2019-07-20,286,2,199,12,19,242,294,37.83,1467,Email,4.57,14.43,Success,13782.69,Online,98.3,57
